Região;Local;Longitude;Latitude;Referência;;;;;;;;;
América do Sul;    belem;-48,29;-1,27; Townsend J.I. (1954); Cryptic subspeciation in Droso ...;;;;;;;;
América do Sul;    belem;-48,29;-1,27; Vetukhiv M. (1954); Integration of the genotype in ...;;;;;;;;
América do Sul;    belem/pa;-48,29;-1,27; Robe L.J. et al. (2010); Taxonomic boundaries phylogen ...;;;;;;;;
América do Sul;    manabi;-80,3;-1,3; Acurio A. and Rafael V. (2009); Diversity and geographical dis ...;;;;;;;;
América do Sul;    moura/brazil;-61,38;-1,32; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    procel;-80;-2; Rafael V. et al. (2000); El Genero Drosophila en tres p ...;;;;;;;;
América do Sul;    salinas/ecuador;-80,58;-2,15; Rafael V. et al. (2000); El Genero Drosophila en tres p ... ;;;;;;;;
América do Sul;    ballenita;-80,52;-2,16; Rafael V. et al. (2000); El Genero Drosophila en tres p ...;;;;;;;;
América do Sul;    guayas;-80,17;-2,16; Acurio A. and Rafael V. (2009); Diversity and geographical dis ...;;;;;;;;
América do Sul;    santarem/brazil;-54,41;-2,26; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    santarem/brazil;-54,41;-2,26; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    sao luis/brazil;-44,16;-2,34; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    sao luis/brazil;-44,16;-2,34; de Souza H.L. et al. (1961); Incompatibilidade cromossomica ...;;;;;;;;
América do Sul;    sao luis/brazil;-44,16;-2,34; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    sao luis/brazil;-44,16;-2,34; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    sao luiz;-44,16;-2,34; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    amapa;-58,04;-2,44; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    rosario/brazil;-44,15;-3; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    rosario/brazil;-44,15;-3; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    rosario/brazil;-44,15;-3; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    fazenda salamanca;-44;-3; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Ayala F.J. and Tracey M.L. (1973); Enzyme Variability in the Dros ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Gleason J.M. and Powell J.R. (1997); Interspecific and Intraspecifi ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Griffith E.C. and Powell J.R. (1997); Adh Nucleotide Variation in Dr ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Ludwig A. et al. (2003); Genetics and molecular analysi ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Martins M. (1987); Variacao espacial e temporal d ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Sassi A.K. et al. (2005); Transposable elements P and gy ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Silva J.C. and Kidwell M.G. (2004); Evolution of P Elements in Nat ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; Sturtevant A.H. (1921); The North American Species of ...;;;;;;;;
América do Sul;    manaus;-60;-3,06; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    tefe;-64,45;-3,24; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    tefe;-64,45;-3,24; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    el oro;-79,5;-3,27; Acurio A. and Rafael V. (2009); Diversity and geographical dis ...;;;;;;;;
América do Sul;    uraricoera;-61,05;-3,28; Perez-Salas S. (1970); Consideraciones geneticas sobr ...;;;;;;;;
América do Sul;    pinas;-80;-3,3; Rafael V. et al. (2000); El Genero Drosophila en tres p ...;;;;;;;;
América do Sul;    fordlandia;-55,3;-3,4; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    fordlandia;-55,3;-3,4; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    chapadinha;-43,23;-3,45; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    maranguape;-38,45;-3,55; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    maranguape;-38,45;-3,55; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    maranguape;-38,45;-3,55; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    maranguape;-38,45;-3,55; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    loja;-79,16;-3,59; Acurio A. and Rafael V. (2009); Diversity and geographical dis ...;;;;;;;;
América do Sul;    marco;-63;-4; Ayala F.J. (1970); Competition Coexistence and ...;;;;;;;;
América do Sul;    marco;-63;-4; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    marco;-63;-4; Hoenigsberg H.F. et al. (1973); The Drosophila willistoni grou ...;;;;;;;;
América do Sul;    marco;-63;-4; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    serra maranguape;-38;-4; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    leticia;-69,57;-4,09; Ayala F.J. (1970); Competition Coexistence and ...;;;;;;;;
América do Sul;    leticia;-69,57;-4,09; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    leticia;-69,57;-4,09; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    guaramiranga;-38,57;-4,16; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    guaramiranga;-38,57;-4,16; Dobzhansky T. and Pavlovsky O. (1958); Interracial hybridization and ...;;;;;;;;
América do Sul;    guaramiranga;-38,57;-4,16; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    guaramiranga;-38,57;-4,16; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Brncic D. and Valente V.L.S. (1978); Dinamica das comunidades de Dr ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Budnik M. (1980); Alteration of the preadult via ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Castro F.L. and Valente V.L.S. (2001); Zaprionus indianus is invading ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Garcia A.C.L. et al. (2006); Identification of the sibling ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Garcia A.C. et al. (2008); Two decades of colonization of ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Gleason J.M. and Powell J.R. (1997); Interspecific and Intraspecifi ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Griffith E.C. and Powell J.R. (1997); Adh Nucleotide Variation in Dr ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Saavedra C.C.R. et al. (2001); Isoenzymatic polymorphisms in ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; dos Santos R.A. and Valente V.L.S. (1990); On the occurrence of Drosophil ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Da Silva L.B. and Valente V.L.S. (2000); A temporal analysis of sexual ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Valente V.L.S. and Araujo A.M. (1986); Comments on breeding sites of ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Valente V.L.S. et al. (1989); Genetic and ecological studies ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Valente V.L.S. et al. (1990); Genetic and ecological studies ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Valente V.L.S. et al. (1993); Chromosomal polymorphism in ur ...;;;;;;;;
América do Sul;    porto alegre;-53,15;-4,2; Valiati V.H. and Valente V.L.S. (1996); Observations on ecological par ...;;;;;;;;
América do Sul;    caxias;-43,21;-4,52; Cordeiro A.R. (1952); Experiments on the effects in ...;;;;;;;;
América do Sul;    caxias;-43,21;-4,52; Cordeiro A.R. (1954); Viabilidade de Heterozigotos e ... ;;;;;;;;
América do Sul;    ayangue;-80,43;-4,55; Rafael V. et al. (2000); El Genero Drosophila en tres p ...;;;;;;;;
América do Sul;    pedras do una;-43;-5; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    tabuleiro;-58,25;-5,03; Sassi A.K. et al. (2005); Transposable elements P and gy ... ;;;;;;;;
América do Sul;    canto da lagoa;-36,5;-5,04; Rohde C. et al. (2005); Drosophila willistoni polytene ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; Rizki M.T.M. (1955); Genetic modification of a temp ...;;;;;;;;
América do Sul;    imperatriz;-47,28;-5,32; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    natal/brazil;-35,15;-5,46; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    natal/brazil;-35,15;-5,46; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    natal/brazil;-35,15;-5,46; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    rio moa;-72;-6; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    rio moa;-72;-6; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    rio moa;-72;-6; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    rio moa;-72;-6; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    tarapoto;-76,23;-6,31; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    tarapoto;-76,23;-6,31; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    castanhal;-62,18;-6,31; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    castanhal;-62,18;-6,31; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    castanhal;-62,18;-6,31; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    floriano;-42,58;-6,46; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    floriano;-42,58;-6,46; da Cunha A.B. et al. (1959); Genetics of natural population ... ;;;;;;;;
América do Sul;floriano;-42,58;-6,46; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    paraiba;-37;-7; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    santa rita/brazil;-34,56;-7,03; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    joao pessoa;-34,53;-7,06; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    carolina/brazil;-47,28;-7,2; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    carolina/brazil;-47,28;-7,2; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    carolina/brazil;-47,28;-7,2; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    carolina/brazil;-47,28;-7,2; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    carolina/brazil;-47,28;-7,2; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    carolina/brazil;-47,28;-7,2; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    carolina/brazil;-47,28;-7,2; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    carolina/ma;-47,25;-7,2; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;Carolina;-47.25;-7,2;Burla et al., 1949;;;;;;;;;
América do Sul;    japiim;-72,55;-7,37; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    japiim;-72,55;-7,37; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    japiim;-72,55;-7,37; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    japiim-moa;-72,55;-7,37; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    cruzeiro do sul;-72,39;-7,4; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    cruzeiro do sul;-72,39;-7,4; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    cruzeiro do sul;-72,39;-7,4; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    cruzeiro do sul;-72,39;-7,4; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    cruzeiro do sul;-72,39;-7,4; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    cruzeiro do sul;-72,39;-7,4; Pavan C. et al. (1951); Concealed genic variability in ...;;;;;;;;
América do Sul;    cruzeiro do sul;-72,39;-7,4; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    chacara santa monica;-50,01;-8; Vilela C.R. (1999); Is Zaprionus indianus Gupta 1 ...;;;;;;;;
América do Sul;    chacara santa monica;-50,01;-8; Vilela C.R. (2001); Breeding sites of Neotropical ...;;;;;;;;
América do Sul;    dois irmaos;-34,57;-8; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    olinda;-34,48;-8,03; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    olinda;-34,48;-8,03; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    olinda;-34,48;-8,03; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    recife;-34,53;-8,06; Counce S.J. (1963); Developmental Morphology of Po ...;;;;;;;;
América do Sul;    recife;-34,53;-8,06; Dobzhansky T. and Pavlovsky O. (1958); Interracial hybridization and ...;;;;;;;;
América do Sul;    recife;-34,53;-8,06; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    recife;-34,53;-8,06; Poulson D.F. (1966); Further cases of maternal sr i ...;;;;;;;;
América do Sul;    recife;-34,53;-8,06; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    recife;-34,53;-8,06; Williamson D.L. and Poulson D.F. (1979); Sex ratio organisms (Spiroplas ...;;;;;;;;
América do Sul;    urucu;-35;-8,17; Prudente A.L. da Costa et al. (2008); Fauna. In: Biodiversidade na P ...;;;;;;;;
América do Sul;    porto velho;-63,54;-8,45; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    porto velho;-63,54;-8,45; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    porto velho;-63,54;-8,45; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    porto velho;-63,54;-8,45; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    porto velho;-63,54;-8,45; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    porto velho;-63,54;-8,45; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    tingo maria;-75,54;-9,08; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    tingo maria;-75,54;-9,08; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    huaraz;-77,31;-9,33; Pilares G. L.V. et al. (1981); Distribucion del genero Drosop ...;;;;;;;;
América do Sul;    rio branco/brazil;-67,49;-9,59; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    rio branco/brazil;-67,49;-9,59; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    rio branco/brazil;-67,49;-9,59; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    rio branco/brazil;-67,49;-9,59; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    savanna;-67,49;-9,59; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    savanna;-67,49;-9,59; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    peru;-75;-10; Pilares G.L. and Suyo M.P. (1982); Distribution of different spec ...;;;;;;;;
América do Sul;    peru;-75;-10; Pilares G. L.V. and vasquez E. J.A. (1977); Especies del genero Drosophila ...;;;;;;;;
América do Sul;    muquajai;-67,5;-10; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    rio mucajai;-67,5;-10; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    rio uraricoera;-67,5;-10; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    brazil;-50;-10; Carson H.L. (1965); Chromosomal Morphism in Geogra ...;;;;;;;;
América do Sul;    brazil;-50;-10; Dobzhansky T. (1949); Genetic structure of natural p ...;;;;;;;;
América do Sul;    brazil;-50;-10; Mourao C.A. et al. (1965); Duas novas especies de Drosoph ...;;;;;;;;
América do Sul;    cassarongongo;-42;-10; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    palmares;-67,43;-10,22; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    palmares;-67,43;-10,22; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    palmares;-67,43;-10,22; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    palmares;-67,43;-10,22; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    palmares;-67,43;-10,22; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    acre;-68;-11; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    acre;-68;-11; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    acre;-68;-11; Valente V.L.S. and Araujo A.M. (1986); Comments on breeding sites of ...;;;;;;;;
América do Sul;    la merced/peru;-75,16;-11,03; Pilares G. L.V. and vasquez E. J.A. (1977); Especies del genero Drosophila ...;;;;;;;;
América do Sul;    huaral;-77,1;-11,31; Pilares G. L.V. and vasquez E. J.A. (1977); Especies del genero Drosophila ...;;;;;;;;
América do Sul;    seringal divisao;-51;-12; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;ilha das cobras;-42;-12; Ludwig A. et al. (2003); Genetics and molecular analysi ...;;;;;;;;
América do Sul;    ilha das cobras;-42;-12; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    bahia;-40;-12; Fresia P. et al. (2001); Anesthetic effects of two chem ...;;;;;;;;
América do Sul;    peixe;-48,36;-12,02; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    cieneguilla/peru;-76,45;-12,06; Pilares G. L.V. and vasquez E. J.A. (1977); Especies del genero Drosophila ...;;;;;;;;
América do sul;Barreiras;-45,15;-12,06;Spassky et.al, 1971;;;;;;;;;
América do Sul;    barreiras/ba;-45,05;-12,07; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do Sul;    barreiras/ba;-45,05;-12,07; da Cunha A.B. (1956); Differential viability favorin ...;;;;;;;;
América do Sul;    barreiras/ba;-45,05;-12,07; da Cunha A.B. (1956); Adaptation of carriers of diff ...;;;;;;;;
América do Sul;    barreiras/ba;-45,05;-12,07; da Cunha A.B. (1957); Contribuicao ao estudo da adap ...;;;;;;;;
América do Sul;    barreiras/ba;-45,05;-12,07; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    barreiras/ba;-45,05;-12,07; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    barreiras/ba;-45,05;-12,07; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do sul;Barreiras;-45,05;-12,07;Spassky et al., 1970;;;;;;;;;
América do Sul;    vilhena/ro;-60,16;-12,29; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;Rio da Palma;-47.52;-12,33;Spassky et.al, 1971;;;;;;;;;
América do Sul;    parana/to;-47,37;-12,52; da Mata R.A. et al. (2008); Drosophilids (Insecta Diptera ...;;;;;;;;
América do sul;Vale do Paranã;-47,37;-12,52;Mata et al., 2008;;;;;;;;;
América do sul;Vale do Paranã;-47,35;-12,52;Mata et al., 2008;;;;;;;;;
América do sul;Vale do Paranã;-47,34;-12,54;Mata et al., 2008;;;;;;;;;
América do Sul;aratuba;-38,29;-12,58; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    aratuba;-38,29;-12,58; Pavan C. et al. (1957); Heterosis and elimination of w ...;;;;;;;;
América do Sul;    aratuba;-38,29;-12,58; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    salvador/brazil;-38,29;-12,58; da Cunha A.B. (1953); Chromosomal Inversions with Se ...;;;;;;;;
América do Sul;    salvador/brazil;-38,29;-12,58; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    salvador/brazil;-38,29;-12,58; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    salvador/brazil;-38,29;-12,58; Malogolowkin C. (1951); Drosophilideos colhidos na Bah ...;;;;;;;;
América do Sul;    salvador/brazil;-38,29;-12,58; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    salvador/brazil;-38,29;-12,58; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    salvador/brazil;-38,29;-12,58; Townsend J.I. (1952); Genetics of marginal populatio ...;;;;;;;;
América do Sul;    urubamba;-72,07;-13,2; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    aguas de los rios;-60,45;-13,35; Anderson C.L. et al. (1993); Evolution of the adh locus in ...;;;;;;;;
América do Sul;    aguas do los rios;-60,45;-13,35; Griffith E.C. and Powell J.R. (1997); Adh Nucleotide Variation in Dr ...;;;;;;;;
América do sul;Vale do Paranã;-46,46;-13,36;Mata et al., 2008;;;;;;;;;
América do sul;Vale do Paranã;-46,45;-13,39;Mata et al., 2008;;;;;;;;;
América do sul;Vale do Paranã;-46,45;-13,39;Mata et al., 2008;;;;;;;;;
América do sul;Tangará da Serra;-57,03;-14,04;Blauth & Gottschalk, 2007;;;;;;;;;
América do sul;Tangará da Serra;-57,03;-14,04;Blauth & Gottschalk, 2007;;;;;;;;;
América do sul;Tangará da Serra;-57,03;-14,04;Blauth & Gottschalk, 2007;;;;;;;;;
América do sul;Tangará da Serra;-57,03;-14,04;Blauth & Gottschalk, 2007;;;;;;;;;
América do sul;Vale do Paranã;-46,46;-14,3;Mata et al., 2008;;;;;;;;;
América do sul;Vale do Paranã;-46,43;-14,3;Mata et al., 2008;;;;;;;;;
América do sul;Vale do Paranã;-46,47;-14,31;Mata et al., 2008;;;;;;;;;
América do Sul;    fazenda trijuncao/ba;-45,58;-14,49; Roque F. and Tidon R. (2008); Eight new records of drosophil ...;;;;;;;;
América do sul;Fazenda Trijunção;-45,59;-14,49;Vilela & Mori, 1999;;;;;;;;;
América do sul;Fazenda Trijunção;-45,58;-14,49;Vilela & Mori, 1999;;;;;;;;;
América do Sul;    ilheus;-39,06;-14,5; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    ilheus;-39,06;-14,5; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    ilheus;-39,06;-14,5; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    sarampioni;-75;-15; Duda O. (1927); Die sudamerikanischen Drosophi ...;;;;;;;;
América do Sul;    bolivia;-65;-15; Rizki M.T.M. (1955); Genetic modification of a temp ...;;;;;;;;
América do Sul;    mato grosso;-60;-15; Cordeiro A.R. et al. (1958); Racas geograficas de Drosophil ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; da Cunha A.B. (1953); Chromosomal Inversions with Se ... ;;;;;;;;
América do Sul;monjolinho;-50;-15; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    monjolinho;-50;-15; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; Pavan C. et al. (1950); Diurnal behavior of some Neotr ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    monjolinho;-50;-15; Townsend J.I. (1952); Genetics of marginal populatio ...;;;;;;;;
América do Sul;    valadares;-45;-15; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
