Região;Local;Longitude;Latitude;Referência;;;;;;;;;
América do Sul;    xingu;-45;-15; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    chapada/mg;-55,44;-15,2; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    chapada dos guimaraes/mt;-55,49;-15,24; Roque F. and Tidon R. (2008); Eight new records of drosophil ...;;;;;;;;
América do sul;Parque Nacional Chapada dos Guimarães;-55,41;-15,29;Vilela & Mori, 1999;;;;;;;;;
América do Sul;    cuiaba;-56,05;-15,32; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do sul;ESECAE;-47,39;-15,34;Emerich, 2011 (Dissertação de Mestrado);;;;;;;;;
América do sul;ESECAE;-47,39;-15,34;Emerich, 2011 (Dissertação de Mestrado);;;;;;;;;
América do sul;ESECAE;-47,39;-15,34;Emerich, 2011 (Dissertação de Mestrado);;;;;;;;;
América do sul;Parque Nacional Chapada dos Guimarães;-55,29;-15,36;Vilela & Mori, 1999;;;;;;;;;
América do Sul;    sobradinho/df;-47,47;-15,37; Roque F. et al. (2009); Breeding sites of drosophilids ...;;;;;;;;
América do sul;Sobradinho;-47,47;-15,37;Roque et al., 2009;;;;;;;;;
América do Sul;    pnb/df;-47,54;-15,4; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;PNB;-47,54;-15,4;Spassky et.al, 1971;;;;;;;;;
América do sul;Planaltina;-47,29;-15,4;Emerich et al., 2012;;;;;;;;;
América do sul;Centro Olímpico UnB ;-47,5;-15,46;Figueiredo (dissertação, 2007);;;;;;;;;
América do Sul;    brasilia/df;-47,59;-15,47; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do Sul;    brasilia/df;-47,59;-15,47; Roque F. et al. (2006); Nine new records of drosophili ...;;;;;;;;
América do Sul;    brasilia/df;-47,59;-15,47; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    cerrado;-47,59;-15,47; Cahaves N.B. and Tidon R. (2005); Drosophilidae of the Brazilian ...;;;;;;;;
América do Sul;    cerrado;-47,59;-15,47; Ferreira L.B. and Tidon R. (2005); Colonizing potential of Drosop ...;;;;;;;;
América do sul;Brasília;-47,57;-15,47;Roque et al., 2006;;;;;;;;;
América do sul;RECOR;-47,52;-15,55;Roque & Tidon, 2012;;;;;;;;;
América do Sul;    recor/df;-47,53;-15,56; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;RECOR;-47,53;-15,56;Mata & Tidon, 2006;;;;;;;;;
América do sul;RECOR;-47,53;-15,56;Tidon, 2005;;;;;;;;;
América do sul;RECOR;-47,53;-15,56;Valadão et al., 2010;;;;;;;;;
América do sul;RECOR ;-47,52;-15,56;Figueiredo (dissertação, 2007);;;;;;;;;
América do sul;RECOR ;-47,52;-15,56;Figueiredo (dissertação, 2007);;;;;;;;;
América do Sul;    goias;-50,07;-15,57; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    goias;-50,07;-15,57; Pavan C. et al. (1951); Concealed genic variability in ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; Cordeiro A.R. et al. (1958); Racas geograficas de Drosophil ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; Gleason J.M. and Powell J.R. (1997); Interspecific and Intraspecifi ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; Griffith E.C. and Powell J.R. (1997); Adh Nucleotide Variation in Dr ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; Ritchie M.G. and Gleason J.M. (1995); Rapid evolution of courtship s ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; de Souza H.L. et al. (1961); Incompatibilidade cromossomica ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    lima/peru;-77,03;-16,06; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    coroico;-67,45;-16,09; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Cordeiro A.R. (1952); Experiments on the effects in ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Cordeiro A.R. (1954); Viabilidade de Heterozigotos e ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Malogolowkin C. (1952);" Sobre a genitalia dos ""Drosoph ...";;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Pavan C. et al. (1951); Concealed genic variability in ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    catuni;-43,19;-16,15; Townsend J.I. (1952); Genetics of marginal populatio ...;;;;;;;;
América do Sul;    anapolis;-48,58;-16,19; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    anapolis/go;-48,58;-16,19; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;Anápolis;-48,58;-16,19;Spassky et.al, 1971;;;;;;;;;
América do Sul;    montes claros/mg;-43,51;-16,43; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;Montes Claros;-43,51;-16,43;Cunha & Dobzhansky, 1954;;;;;;;;;
América do Sul;    montes claros;-43,52;-16,45; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    montes claros;-43,52;-16,45; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    santa cruz/bolivia;-63,14;-17,45; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    santa cruz/bolivia;-63,14;-17,45; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    santa cruz/bolivia;-63,14;-17,45; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    santa cruz/bolivia;-63,14;-17,45; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    santa cruz/bolivia;-63,14;-17,45; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    santa cruz/bolivia;-63,14;-17,45; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    iron hills;-45;-18; Cordeiro A.R. et al. (1973); Radioresistance of a natural p ...;;;;;;;;
América do Sul;    ituberaba;-45;-18; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    cipo/mg;-54;-18,2; Sassi A.K. et al. (2005); Transposable elements P and gy ...;;;;;;;;
América do Sul;    mel;-54;-18,2; Sassi A.K. et al. (2005); Transposable elements P and gy ...;;;;;;;;
América do Sul;    traquateva;-54;-18,2; Sassi A.K. et al. (2005); Transposable elements P and gy ...;;;;;;;;
América do Sul;    araguari;-48,13;-18,38; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    corumba;-57,35;-19; Duda O. (1927); Die sudamerikanischen Drosophi ...;;;;;;;;
América do Sul;    serra do cipo/mg;-43,4;-19; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;Corumbá;-57,39;-19,01;Duda, 1927;;;;;;;;;
América do Sul;    serra do cipo;-43,35;-19,17; Garcia A.C.L. et al. (2006); Identification of the sibling ...;;;;;;;;
América do Sul;    serra do cipo;-43,35;-19,17; Vilela C.R. and Mori L. (1999); The genus Drosophila (Diptera ...;;;;;;;;
América do sul;Serra do Cipó;-43.33;-19,17;Vilela & Mori, 1999;;;;;;;;;
América do Sul;    bexiga;-48,56;-19,19; Cordeiro A.R. et al. (1958); Effects in homozygous conditio ... ;;;;;;;;
América do sul;Serra do Cipó;-43,33;-19,2;Vilela & Mori, 1999;;;;;;;;;
América do sul;Serra do Cipó;-43,38;-19,21;Vilela & Mori, 1999;;;;;;;;;
América do Sul;    ipitanga;-42,3;-19,3; Bonorino C.B.C. et al. (1993); Heat shock genes in the willis ...;;;;;;;;
América do Sul;    ipitanga;-42,3;-19,3; Garcia A.C.L. et al. (2006); Identification of the sibling ...;;;;;;;;
América do Sul;    ipitanga;-42,3;-19,3; Rohde C. et al. (2006); Chromosomal evolution of sibli ...;;;;;;;;
América do Sul;    ipitanga;-42,3;-19,3; Sassi A.K. et al. (2005); Transposable elements P and gy ...;;;;;;;;
América do Sul;    rio doce;-40,3;-19,3; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    rio doce;-40,3;-19,3; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    paulo de faria;-49,31;-19,55; Penariol L. et al. (2008); On the use of open or closed t ...;;;;;;;;
América do Sul;    ilha verde;-54;-20; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;   tainhas;-50;-20; Cordeiro A.R. and Marques V.B. (1958); Experimentos de hibridacao int ...;;;;;;;;
América do Sul;    tainhas;-50;-20; Cordeiro A.R. et al. (1958); Experimental shift from geneti ...;;;;;;;;
América do Sul;    tainhas;-50;-20; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    teffe;-50;-20; Dobzhansky T. and Mayr E. (1944); Experiments on sexual isolatio ...;;;;;;;;
América do Sul;    palma/goias;-45;-20; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    palma/goias;-45;-20; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    palma/goias;-45;-20; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    palma/goias;-45;-20; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    palma/goias;-45;-20; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    palma/goias;-45;-20; Dobzhansky T. (1965);" Wild"" and ""Domestic"" Species o ...";;;;;;;;
América do Sul;    palma/goias;-45;-20; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    palma/goias;-45;-20; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    sooretama;-40,3;-20; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    sooretama;-40,3;-20; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    esmeralda;-51,02;-20,18; Saavedra C.C.R. et al. (1995); A descriptive and analytical s ...;;;;;;;;
América do Sul;    guarapari;-40,31;-20,39; Toledo S.A. (1963); Verificacao Preliminar sobre a ...;;;;;;;;
América do Sul;    mirassol;-49,28;-20,47; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    mirassol;-49,28;-20,47; Mourao C.A. and Ayala F.J. (1971); Competitive fitness in experim ...;;;;;;;;
América do Sul;    mirassol;-49,28;-20,47; Mourao C.A. et al. (1972); Darwinian fitness and adaptedn ...;;;;;;;;
América do Sul;    mirassol;-49,28;-20,47; Powell J.R. (1973); Apparent selection of enzyme a ...;;;;;;;;
América do Sul;    sao jose do rio preto;-49,23;-20,49; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    sao jose do rio preto;-49,23;-20,49; Mourao C.A. et al. (1972); Darwinian fitness and adaptedn ...;;;;;;;;
América do Sul;    sao jose do rio preto;-49,23;-20,49; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    sao jose do rio preto;-49,23;-20,49; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;  boa esperanca;-45,37;-21,03; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    boa esperanca;-45,37;-21,03; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    boa esperanca;-45,37;-21,03; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    boa esperanca/mg;-45,37;-21,03; Chaves N.B. and Tidon R. (2008); Biogeographical aspects of dro ...;;;;;;;;
América do sul;Boa Esperança;-45.37;-21,03;Spassky et.al, 1971;;;;;;;;;
América do Sul;    ribeirao preto;-47,48;-21,09; Ayala F.J. et al. (1972); Enzyme variability in the Dros ...;;;;;;;;
América do Sul;    ribeirao preto;-47,48;-21,09; Garcia A.C.L. et al. (2006); Identification of the sibling ...;;;;;;;;
América do Sul;    ribeirao preto;-47,48;-21,09; Mourao C.A. and Ayala F.J. (1971); Competitive fitness in experim ...;;;;;;;;
América do Sul;    ribeirao preto;-47,48;-21,09; Mourao C.A. et al. (1972); Darwinian fitness and adaptedn ...;;;;;;;;
América do Sul;    ribeirao preto;-47,48;-21,09; Sassi A.K. et al. (2005); Transposable elements P and gy ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Malogolowkin C. (1952);" Sobre a genitalia dos ""Drosoph ...";;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Pavan C. et al. (1950); Diurnal behavior of some Neotr ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Pavan C. et al. (1951); Concealed genic variability in ...;;;;;;;;
América do Sul;    pirassununga;-47,25;-21,58; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    sao paulo estado;-48;-22; Tidon-Sklorz R. and Sene F.M. (1999); Drosophila. In: Brandao C.R.F ...;;;;;;;;
América do Sul;    araras;-47;-22; Dobzhansky T. and Pavan C. (1943); Studies on Brazilian species o ... ;;;;;;;;
América do Sul;    ilha de sao joao;-43;-22; de Almeida Toledo S. (1966); Frequencia de esterilidade em ...;;;;;;;;
América do Sul;    ilha de sao joao;-43;-22; Toledo A.S. (1970); Dependencia entre esterilidade ...;;;;;;;;
América do Sul;    ilha de sao joao;-43;-22; de Toledo J.S. et al. (1967); An effect of change of environ ...;;;;;;;;
América do Sul;    rio preto;-43,52;-22,06; Powell J.R. (1971); Evidence for selection at an e ...;;;;;;;;
América do Sul;    itatiaia;-44,43;-22,2; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    barreiro rico;-48,05;-22,41; de Medeiros H.F. and Klaczko L.B. (2004); How many species of Drosophila ...;;;;;;;;
América do Sul;    camanducaia;-46,09;-22,45; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    duas irmaes;-43,07;-22,46; Dobzhansky T. (1962); Rigid vs. flexible chromosomal ...;;;;;;;;
América do Sul;    rio de janeiro;-43,17;-22,53; Burla H. et al. (1949); The willistoni group of siblin ... ;;;;;;;;
América do Sul;rio de janeiro;-43,17;-22,53; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    rio de janeiro;-43,17;-22,53; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    rio de janeiro;-43,17;-22,53; Dobzhansky T. (1946); Complete reproductive isolatio ...;;;;;;;;
América do Sul;    rio de janeiro;-43,17;-22,53; Dobzhansky T. and Mayr E. (1944); Experiments on sexual isolatio ...;;;;;;;;
América do Sul;    rio de janeiro;-43,17;-22,53; Morais P.B. et al. (1995); Yeast communities as descripto ...;;;;;;;;
América do Sul;    rio de janeiro;-43,17;-22,53; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    rio de janeiro;-43,17;-22,53; Spieth H.T. (1949); Sexual behavior and isolation ...;;;;;;;;
América do Sul;    campinas;-47,06;-22,54; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    campinas;-47,06;-22,54; Spieth H.T. (1949); Sexual behavior and isolation ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; Becak W. and de Camargo M.L.P. (1959); Efeito da penicilina na viabil ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; Knapp E.P. (1952); Variabilidade genica e taxa de ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; Krimbas C.B. (1959); Comparison of the concealed va ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; Krimbas C.B. (1960); Synthetic sterility in Drosoph ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    angra dos reis;-44,17;-22,59; Valente V.L.S. and Araujo A.M. (1986); Comments on breeding sites of ...;;;;;;;;
América do Sul;    sao joao/brazil;-44,17;-22,59; da Cunha A.B. (1968); Maintenance of lethal and detr ...;;;;;;;;
América do Sul;    sao joao/brazil;-44,17;-22,59; da Cunha A.B. et al. (1959); A comparative analysis of the ...;;;;;;;;
América do Sul;    sao joao/brazil;-44,17;-22,59; da Cunha A.B. et al. (1961); Analise comparativa dos compor ...;;;;;;;;
América do Sul;    sao joao/brazil;-44,17;-22,59; Dobzhansky T. (1962); Rigid vs. flexible chromosomal ...;;;;;;;;
América do Sul;    sao joao/angra;-44,15;-23; Birch L.C. and Battaglia B. (1957); The abundance of Drosophila wi ...;;;;;;;;
América do Sul;    sao joao/angra;-44,15;-23; Birch L.C. and Battaglia B. (1957); Selection in Drosophila willis ...;;;;;;;;
América do Sul;    sao joao/angra;-44,15;-23; Franca Z.M. et al. (1968); Recombination in Drosophila wi ...;;;;;;;;
América do Sul;    sao joao/angra;-44,15;-23; de Magalhaes L.E. et al. (1963); Dynamics of Lethal Genes in Na ...;;;;;;;;
América do Sul;    sao joao/angra;-44,15;-23; Magalhaes L.E. et al. (1965); On lethals and their suppresso ...;;;;;;;;
América do Sul;    sao joao/angra;-44,15;-23; de Magalhaes L.E. et al. (1965); The nature of lethals in Droso ...;;;;;;;;
América do Sul;    tijuca;-43,2;-23; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    jundiai;-46,54;-23,1; de Medeiros H.F. and Klaczko L.B. (2003); Efeitos de temperatura e densi ...;;;;;;;;
América do Sul;    serra do japi;-46,57;-23,14; de Medeiros H.F. and Klaczko L.B. (2004); How many species of Drosophila ...;;;;;;;;
América do Sul;    mogi;-46,12;-23,17; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    mogi;-46,12;-23,17; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    cantareira;-46,38;-23,27; Burla H. et al. (1950); Population density and dispers ...;;;;;;;;
América do Sul;    cantareira;-46,38;-23,27; da Cunha A.B. (1951); Contribuicao ao estudo do poli ...;;;;;;;;
América do Sul;    cantareira;-46,38;-23,27; da Cunha A.B. et al. (1957); A study of the diets and nutri ...;;;;;;;;
América do Sul;    cantareira;-46,38;-23,27; Dobzhansky T. and Pavan C. (1943); Studies on Brazilian species o ...;;;;;;;;
América do Sul;    cantareira;-46,38;-23,27; Vetukhiv M. (1954); Integration of the genotype in ...;;;;;;;;
América do Sul;    praia grande;-46,3;-23,3; Dobzhansky T. (1946); Complete reproductive isolatio ...;;;;;;;;
América do Sul;    praia grande;-46,3;-23,3; Dobzhansky T. and Mayr E. (1944); Experiments on sexual isolatio ... ;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Brncic D. and Koref S. (1953); Tumori in diverse specie del g ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Dobzhansky T. and Pavan C. (1943); Studies on Brazilian species o ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Dobzhansky T. et al. (1950); A comparative study of chromos ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Pavan C. et al. (1950); Diurnal behavior of some Neotr ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Pavan C. et al. (1951); Concealed genic variability in ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Spassky B. et al. (1971); Geography of the sibling speci ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; de Toledo Cardoso de Mello J. (1971); Estudo da esterilidade entre d ...;;;;;;;;
América do Sul;    vila atlantica;-46,3;-23,3; Winge H. (1965); Interspecific hybridisation be ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; Brncic D. and Koref S. (1953); Tumori in diverse specie del g ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; da Cunha A.B. and Dobzhansky T. (1954); A further study of chromosomal ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; da Cunha A.B. et al. (1950); Adaptive chromosomal polymorph ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; da Cunha A.B. et al. (1957); A study of the diets and nutri ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; da Cunha A.B. et al. (1959); Genetics of natural population ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; Malogolowkin C. (1952);" Sobre a genitalia dos ""Drosoph ...";;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; Pavan C. (1950); A Variabilidade Genetica e sua ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; Pavan C. and Knapp E.N. (1954); The genetic population structu ...;;;;;;;;
América do Sul;    mogi das cruzes;-46,1;-23,3; Pavan C. et al. (1950); Diurnal behavior of some Neotr ...;;;;;;;;
América do Sul;    sao paulo;-46,39;-23,33; Brncic D. and Koref S. (1953); Tumori in diverse specie del g ...;;;;;;;;
América do Sul;    sao paulo;-46,39;-23,33; Budnik M. and Brncic D. (1974); Preadult competition between D ...;;;;;;;;
América do Sul;    sao paulo;-46,39;-23,33; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    sao paulo;-46,39;-23,33; Dobzhansky T. and Pavan C. (1950); Local and seasonal variations ...;;;;;;;;
América do Sul;    sao paulo;-46,39;-23,33; Mourao C.A. et al. (1972); Darwinian fitness and adaptedn ...;;;;;;;;
América do Sul;    sao paulo;-46,39;-23,33; Valente V.L.S. and Araujo A.M. (1986); Comments on breeding sites of ...;;;;;;;;
América do Sul;    sao paulo;-46,39;-23,33; Vilela C.R. and Selivon D. (2000); Breeding sites of Neotropical ...;;;;;;;;
América do Sul;    morungava;-50;-23,4; Petersen J.A. (1960); Studies on the ecology of the ...;;;;;;;;
América do Sul;    morungava;-50;-23,4; Petersen J.A. (1960); Experimental studies on popula ...;;;;;;;;
América do Sul;    boraceia/sp;-43,5;-23,4; Val F.C. and Kaneshiro K.Y. (1988); Drosophilidae (Diptera) from t ...;;;;;;;;
América do Sul;    bertioga;-45,5;-23,45; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    bertioga;-45,5;-23,45; Dobzhansky T. (1946); Complete reproductive isolatio ...;;;;;;;;
América do Sul;    bertioga;-45,5;-23,45; Dobzhansky T. and Mayr E. (1944); Experiments on sexual isolatio ...;;;;;;;;
América do Sul;    bertioga;-45,5;-23,45; Dobzhansky T. and Pavan C. (1943); Studies on Brazilian species o ...;;;;;;;;
América do Sul;    bertioga;-45,5;-23,45; Spieth H.T. (1949); Sexual behavior and isolation ...;;;;;;;;
América do Sul;    ilha bela;-45,24;-23,47; de Medeiros H.F. and Klaczko L.B. (2004); How many species of Drosophila ... ;;;;;;;;
América do Sul;    cubatao;-46,26;-23,53; Krimbas C.B. (1959); Comparison of the concealed va ...;;;;;;;;
América do Sul;    itapeva;-48,59;-23,59; Cordeiro A.R. et al. (1958); Racas geograficas de Drosophil ...;;;;;;;;
América do Sul;    itapeva;-48,59;-23,59; Cordeiro A.R. et al. (1960); Biophysical genetics. IV. Chro ...;;;;;;;;
América do Sul;    itanhaem;-46,47;-24,09; Burla H. et al. (1949); The willistoni group of siblin ...;;;;;;;;
América do Sul;    peruibe/sp;-46,55;-24,14; Valente V.L.S. and Araujo A.M. (1986); Comments on breeding sites of ...;;;;;;;;
