species,region,site,longitude,latitude,ref
simulans,Africa,karatina,37.08,-0.29, Takada H. et al. (1990)
simulans,South America,puerto cayo,-80,-0.3, Rafael V. et al. (2000)
simulans,Africa,ngoko,15.19,-0.31, Vouidibio J. (1979)
simulans,South America,isla santa cruz,-90.23,-0.38, Carson H.L. et al. (1983)
simulans,South America,parque nacional yasuni,-76.23,-0.39, Acurio A.E. and Rafael V.L. (2009)
simulans,South America,isla isabela,-92,-0.4, Carson H.L. et al. (1983)
simulans,Africa,sagana,37.13,-0.4, Takada H. et al. (1990)
simulans,Africa,naivasha,36.36,-0.44, Takada H. et al. (1990)
simulans,South America,pichincha,-75.21,-0.45, Acurio A. and Rafael V. (2009)
simulans,South America,galapagos,-90.05,-0.5, Acurio A. and Rafael V. (2009)
simulans,South America,san cristobal/galap,-89.27,-0.52, Linsley E.G. and Usinger R.L. (1966)
simulans,South America,rocafuerte,-50.26,-0.54, Ballard J.W.O. (2004)
simulans,South America,isla cristobal,-91.27,-0.55, Carson H.L. et al. (1983)
simulans,Africa,kinagop,36,-1, Takada H. et al. (1990)
simulans,Africa,narok,35.54,-1.04, Takada H. et al. (1990)
simulans,South America,montecristi,-80.39,-1.05, Rafael V. (2007)
simulans,Africa,mount kenya,37.19,-1.1, Baba-Aissa F. et al. (1988)
simulans,Africa,kisoro,29.42,-1.17, Schlotterer C. et al. (2005)
simulans,Africa,nairobi,30.5,-1.17, Andersson Escher S. et al. (1997)
simulans,Africa,makutano,37.28,-1.25, Takada H. et al. (1990)
simulans,South America,belem,-48.29,-1.27, Patterson J.T. and Stone W.S. (1952)
simulans,South America,chimborazo,-78.52,-1.29, Acurio A. and Rafael V. (2009)
simulans,South America,manabi,-80.3,-1.3, Acurio A. and Rafael V. (2009)
simulans,Africa,franceville,13.31,-1.4, Ballard J.W.O. (2004)
simulans,Africa,ngruman,36.1,-1.5, Andersson Escher S. et al. (1997)
simulans,South America,mangas,-80,-2, Rafael V. et al. (2000)
simulans,Africa,rwanda,30,-2, Kopp A. et al. (2006)
simulans,South America,el guabo,-79.31,-2.12, Rafael V. et al. (2000)
simulans,Africa,kiboko,37.43,-2.12, Takada H. et al. (1990)
simulans,South America,simon bolivar,-79.55,-2.13, Rafael V. et al. (2000)
simulans,South America,salinas/ecuador,-80.58,-2.15, Rafael V. et al. (2000)
simulans,South America,ballenita,-80.52,-2.16, Rafael V. et al. (2000)
simulans,South America,guayas,-80.17,-2.16, Acurio A. and Rafael V. (2009)
simulans,Africa,makindu,37.5,-2.18, Biemont C. et al. (1999)
simulans,South America,progreso/ecuador,-80.22,-2.25, Rafael V. et al. (2000)
simulans,Africa,mwansa,32.56,-2.31, Baba-Aissa F. et al. (1988)
simulans,Africa,namanga,36.48,-2.33, Takada H. et al. (1990)
simulans,Africa,bugarama,30.35,-2.51, Periquet G. (1981)
simulans,Africa,ngulia,38.1,-3.01, Takada H. et al. (1990)
simulans,South America,manaus,-60,-3.06, de Magalhaes L.E. et al. (1985)
simulans,Africa,kilimanjaro,37.2,-3.1, Ballard J.W.O. (2004)
simulans,Africa,malindi,40.05,-3.14, Ballard J.W.O. (2004)
simulans,Africa,arusha,36.4,-3.23, Nardon C. et al. (2005)
simulans,South America,el oro,-79.5,-3.27, Acurio A. and Rafael V. (2009)
simulans,South America,huaquillas,-80,-3.3, Rafael V. et al. (2000)
simulans,South America,loja,-79.16,-3.59, Acurio A. and Rafael V. (2009)
simulans,South America,yangana,-79.3,-4, Rafael V. and Vela D. (2003)
simulans,Africa,seychelles,56,-4, Amlou M. et al. (1997)
simulans,Africa,mombasa,39.4,-4.04, Takada H. et al. (1990)
simulans,South America,leticia,-69.57,-4.09, Pipkin S.B. and Hewitt N.E. (1972)
simulans,Africa,kwale,39.27,-4.1, Biemont C. et al. (2003)
simulans,Africa,brazzaville,15.14,-4.14, Allemand R. (1974)
simulans,Africa,nto bu konzo,15.15,-4.15, Vouidibio J. (1979)
simulans,Africa,ukunda,39.33,-4.18, Takada H. et al. (1990)
simulans,Africa,praslin,55.45,-4.18, Cariou M.-L. et al. (2008)
simulans,South America,ponta do caximbo,-53.15,-4.2, Napp M. and Cordeiro A.R. (1978)
simulans,Africa,silhouette,55.12,-4.29, Cariou M.-L. et al. (2008)
simulans,Africa,felicite,55.52,-4.29, Cariou M.-L. et al. (2008)
simulans,Africa,mahe,55.3,-4.4, Baba-Aissa F. et al. (1988)
simulans,Africa,tanzania,35,-5, Kopp A. et al. (2006)
simulans,Asia,new guinea,145,-5, Carracedo M.C. et al. (2000)
simulans,South America,canto da lagoa,-36.5,-5.04, De Toni D.C. et al. (2001)
simulans,South America,imperatriz,-47.28,-5.32, Pavan C. (1952)
simulans,South America,barra do maxaranguape,-35.26,-5.32, Sene F.M. et al. (1980)
simulans,South America,bom jesus/rn,-35.37,-5.58, Sene F.M. et al. (1980)
simulans,Asia,gorak,145,-6, Yoon J.S. (1990)
simulans,South America,floriano,-42.58,-6.46, Freire-Maia N. (1964)
simulans,Africa,dar es salaam,39.18,-6.51, Ballard J.W.O. (2004)
simulans,South America,sao jose de espinharas,-36,-6.56, Sene F.M. et al. (1980)
simulans,South America,cabedelo,-34.5,-6.59, de Magalhaes L.E. et al. (1985)
simulans,South America,junco do serido/pb,-36.43,-7, de Magalhaes L.E. et al. (1985)
simulans,South America,carolina/brazil,-47.28,-7.2, Pavan C. (1952)
simulans,South America,goiana,-35,-7.3, Freire-Maia N. (1964)
simulans,South America,humaita/brazil,-63.01,-7.33, Bortolozzi J. et al. (1976)
simulans,South America,chacara santa monica,-50.01,-8, Vilela C.R. (1999)
simulans,South America,trujillo/peru,-79,-8.06, Pilares G. L.V. and vasquez E. J.A. (1977)
simulans,South America,colcap,-78.04,-8.58, Pilares G. L.V. et al. (1981)
simulans,South America,caraz,-77.47,-9.03, Pilares G. L.V. et al. (1981)
simulans,South America,huaraz,-77.31,-9.33, Pilares G. L.V. et al. (1981)
simulans,South America,esperanza/peru,-70.49,-9.44, Pilares G. L.V. et al. (1981)
simulans,South America,peru,-75,-10, Pilares G.L. and Suyo M.P. (1982)
simulans,South America,brazil,-50,-10, Carson H.L. (1965)
simulans,South America,bonito,-39,-10, Tidon-Sklorz R. and de Melo Sene F. (1995)
simulans,Africa,chilinda,33.4,-10.3, Chassagnard M.-T. et al. (1997)
simulans,Africa,naro moru,37.01,-10.37, Takada H. et al. (1990)
simulans,,Guajará-Mirim,-64.5,-10.38,
simulans,South America,guaraja/ro,-64.5,-10.39, Chaves N.B. and Tidon R. (2008)
simulans,,Guajará-Mirim,-64.53,-10.41,
simulans,South America,xique-xique/ba,-42.4,-10.42, Sene F.M. et al. (1980)
simulans,South America,queminjan,-77,-11, Pilares G. L.V. et al. (1981)
simulans,South America,irece/ba,-41.47,-11.2, Sene F.M. et al. (1980)
simulans,South America,cafarnaum/ba,-41.2,-11.3, Sene F.M. et al. (1980)
simulans,South America,huaral,-77.1,-11.31, Pilares G. L.V. and vasquez E. J.A. (1977)
simulans,South America,morro do chapeu/ba,-41.01,-11.38, Tidon-Sklorz R. and de Melo Sene F. (1995)
simulans,Australia,jardine,142.4,-11.4, McEvey S.F. (1994)
simulans,South America,pimento bueno/ro,-61.08,-11.43, Chaves N.B. and Tidon R. (2008)
simulans,,Pimenta Bueno,-60.49,-11.45,
simulans,South America,mira serra/ba,-40.53,-11.46, Sene F.M. et al. (1980)
simulans,South America,piritiba/ba,-40.45,-11.47, Sene F.M. et al. (1980)
simulans,Asia,comores,43.52,-11.52, Baba-Aissa F. et al. (1988)
simulans,South America,sacra familia,-40,-12, Sousa-Neves R. et al. (2009)
simulans,Africa,luwawa,33.4,-12, Chassagnard M.-T. et al. (1997)
simulans,,Barreiras,-45.15,-12.06,
simulans,South America,barreiras/ba,-45.05,-12.07, Chaves N.B. and Tidon R. (2008)
simulans,South America,alagoinhas,-38.21,-12.09, Freire-Maia N. (1964)
simulans,Australia,stuart point,131.12,-12.09, Kopp A. et al. (2006)
simulans,South America,ibotirama/ba,-43.07,-12.18, Sene F.M. et al. (1980)
simulans,Africa,diego-suarez,49.17,-12.19, Jutier D. et al. (2004)
simulans,Australia,darwin,130.44,-12.23, van Klinken R.D. and Walter G.H. (2001)
simulans,South America,cachoeira/monteiros/ba,-51.38,-12.25, Sene F.M. et al. (1980)
simulans,South America,vilhena/ro,-60.16,-12.29, Chaves N.B. and Tidon R. (2008)
simulans,Africa,mont d'ambre,49,-12.3, Baba-Aissa F. and Solignac M. (1984)
simulans,Africa,joffreville,49.11,-12.3, Ballard J.W.O. (2000)
simulans,South America,chapada diamantina,-41.23,-12.33, Matta B.P. and Bitner-Mathe B.C. (2005)
simulans,Australia,iron range,143.13,-12.39, van Klinken R.D. and Walter G.H. (2001)
simulans,Asia,dzaoudzi,45.18,-12.48, Biemont C. et al. (2003)
simulans,South America,milagres/ba,-39.53,-12.51, Sene F.M. et al. (1980)
simulans,South America,parana/to,-47.37,-12.52, da Mata R.A. et al. (2008)
simulans,,Vale do Paranã,-47.35,-12.52,
simulans,,Vale do Paranã,-47.34,-12.54,
simulans,South America,salvador/brazil,-38.29,-12.58, Freire-Maia N. (1964)
simulans,South America,andarai,-41.22,-12.59, Tidon-Sklorz R. and de Melo Sene F. (1995)
simulans,South America,mucuge/sp,-41.22,-13, Tidon-Sklorz R. and de Melo Sene F. (1995)
simulans,Africa,malawi,33,-13, Kopp A. et al. (2006)
simulans,Africa,kasungu,33.29,-13.04, Chassagnard M.-T. et al. (1997)
simulans,,Vale do Paranã,-46.46,-13.36,
simulans,,Vale do Paranã,-46.45,-13.39,
simulans,South America,pisco,-76.12,-13.46, Fauron C.M.-R. and Wolstenholme D.R. (1980)
simulans,South America,cavalcante/go,-47.3,-13.48, Chaves N.B. and Tidon R. (2008)
simulans,Africa,lilongwe,33.49,-13.58, Chassagnard M.-T. et al. (1997)
simulans,South America,tangara da serra/mg,-57.03,-14.04, Blauth M.L. and Gottschalk M.S. (2007)
simulans,,Vale do Paranã,-46.46,-14.3,
simulans,,Vale do Paranã,-46.43,-14.3,
simulans,,Vale do Paranã,-46.47,-14.31,
simulans,South America,sao joao da alinanca/go,-47.3,-14.36, Chaves N.B. and Tidon R. (2008)
simulans,South America,fazenda trijuncao/ba,-45.58,-14.49, Roque F. and Tidon R. (2008)
simulans,South America,ilheus,-39.06,-14.5, Freire-Maia N. (1964)
simulans,South America,bolivia,-65,-15, Biemont C. et al. (2003)
simulans,South America,mato grosso,-60,-15, Sturtevant A.H. (1921)
simulans,South America,monjolinho,-50,-15, Pavan C. (1952)
simulans,,Parque Nacional Chapada dos Guimarães,-55.57,-15.21,
simulans,Africa,zomba,35.22,-15.22, Chassagnard M.-T. et al. (1997)
simulans,South America,chapada dos guimaraes/mt,-55.49,-15.24, Roque F. and Tidon R. (2008)
simulans,,ESECAE,-47.37,-15.27,
simulans,,Parque Nacional Chapada dos Guimarães,-55.41,-15.28,
simulans,,ESECAE,-47.39,-15.34,
simulans,,Planaltina,-47.23,-15.35,
simulans,,Parque Nacional Chapada dos Guimarães,-55.29,-15.36,
simulans,South America,sobradinho/df,-47.47,-15.37, Roque F. et al. (2009)
simulans,,Sobradinho,-47.44,-15.38,
simulans,,Planaltina,-47.29,-15.39,
simulans,South America,braganca/brazil,-48,-15.4, Pavan C. (1952)
simulans,South America,brasilia park,-47.54,-15.4, Tidon R. (2006)
simulans,South America,esecae/df,-47.37,-15.4, Chaves N.B. and Tidon R. (2008)
simulans,,Planaltina,-47.29,-15.4,
simulans,Africa,mwanza/malawi,34.34,-15.4, Ballard J.W.O. (2004)
simulans,,Centro Olímpico UnB ,-47.5,-15.46,
simulans,South America,brasilia/df,-47.59,-15.47, Chaves N.B. and Tidon R. (2008)
simulans,,Brasília,-47.57,-15.47,
simulans,,Brasília,-47.47,-15.47,
simulans,Africa,limbe,35.03,-15.5, Ashburner M. and Leumeunier F. (1976)
simulans,South America,jbb/df,-47.5,-15.55, Chaves N.B. and Tidon R. (2008)
simulans,,RECOR,-47.52,-15.55,
simulans,South America,recor reserve,-47.53,-15.56, Leao B F.D. and Tidon R. (2004)
simulans,,RECOR ,-47.52,-15.56,
simulans,South America,serra dourada/go,-50.07,-15.57, Roque F. and Tidon R. (2008)
simulans,Africa,saint helena,-5.43,-15.58, Tsacas L. and Cogan B.H. (1977)
simulans,Australia,mossman gorge,145,-16, Bock I.R. and Parsons P.A. (1977)
simulans,South America,lima/peru,-77.03,-16.06, Biemont C. et al. (2003)
simulans,Australia,cape tribulation,145.28,-16.06, van Klinken R.D. and Walter G.H. (2001)
simulans,South America,catuni,-43.19,-16.15, Pavan C. (1952)
simulans,Africa,lake kariba,28.5,-16.31, Kopp A. et al. (2006)
simulans,South America,grao mogol,-42.5,-16.32, Tidon-Sklorz R. and de Melo Sene F. (1995)
simulans,South America,cristalina,-47.4,-16.43, de Magalhaes L.E. et al. (1985)
simulans,South America,limoeiro,-57.38,-16.5, do Val F.C. and Marques M.D. (1996)
simulans,Australia,cairns,145.43,-16.51, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Australia,mareeba,145.28,-17, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Australia,lake barrine,145.4,-17, Mather W.B. (1960)
simulans,South America,cocachacra,-71.45,-17.05, Pilares G. L.V. and vasquez E. J.A. (1977)
simulans,Australia,atherton,145.4,-17.05, van Klinken R.D. and Walter G.H. (2001)
simulans,Africa,antsirabe,45.01,-17.11, Ballard J.W.O. (2004)
simulans,South America,paracatu/mg,-46.52,-17.14, Chaves N.B. and Tidon R. (2008)
simulans,,Paracatu,-47.16,-17.24,
simulans,,Paracatu,-47.2,-17.29,
simulans,,Paracatu,-47.15,-17.29,
simulans,South America,itapoa,-47.4,-17.3, de Albuquerque C.M.R. and Napp M. (1980)
simulans,Australia,innisfail,146,-17.3, Anderson P.R. and Oakeshott J.G. (1986)
simulans,,Paracatu,-47.09,-17.33,
simulans,South America,catalao/go,-47.38,-17.33, Chaves N.B. and Tidon R. (2008)
simulans,,Paracatu,-47.08,-17.34,
simulans,,Catalão,-47.28,-17.38,
simulans,Australia,ravenshoe,145.3,-17.38, Anderson P.R. and Oakeshott J.G. (1986)
simulans,South America,morrinhos,-49.07,-17.45, Pires D.J. et al. (2007)
simulans,Africa,harare,31.03,-17.5, Ballard J.W.O. (2004)
simulans,South America,san jose de chiquitos,-60.45,-17.53, SMNS Collection (1988)
simulans,Africa,victoria falls,25.51,-17.55, Baba-Aissa F. et al. (1988)
simulans,Africa,tsimbaraza,48,-18, Vieira C. and Biemont C. (1996)
simulans,South America,emas/go,-52.53,-18.15, Roque F. and Tidon R. (2008)
simulans,South America,camarones,-70.2,-18.3, Brncic D. and Martinez H. (1990)
simulans,Africa,antananarivo,47.3,-18.52, Atlan A. et al. (2003)
simulans,South America,uberlandia,-48.17,-18.57, Freire-Maia N. (1964)
simulans,South America,corumba,-57.35,-19, Sturtevant A.H. (1929)
simulans,South America,serra do cipo/mg,-43.4,-19, Chaves N.B. and Tidon R. (2008)
simulans,South America,carumba,-57.39,-19.01, Duda O. (1927)
simulans,Australia,townsville,146.48,-19.13, Anderson P.R. and Oakeshott J.G. (1986)
simulans,,Serra do Cipó,-43.37,-19.16,
simulans,,Serra do Cipó,-43.35,-19.16,
simulans,South America,serra do cipo,-43.35,-19.17, Tidon-Sklorz R. et al. (1994)
simulans,,Serra do Cipó,-43.34,-19.17,
simulans,,Serra do Cipó,-43.33,-19.17,
simulans,,Serra do Cipó,-43.36,-19.18,
simulans,,Serra do Cipó,-43.34,-19.18,
simulans,,Serra do Cipó,-43.33,-19.2,
simulans,,Serra do Cipó,-43.38,-19.21,
simulans,South America,rio doce,-40.3,-19.3, Dobzhansky D. and Brito da Cunha A. (1955)
simulans,Australia,ayr/aust,147.24,-19.35, Anderson P.R. and Oakeshott J.G. (1986)
simulans,,Lagoa Santa,-43.55,-19.38,
simulans,South America,lagoa santa/mg,-43.55,-19.39, Chaves N.B. and Tidon R. (2008)
simulans,South America,belo horizonte,-43.54,-19.54, Freire-Maia N. (1964)
simulans,South America,paulo de faria,-49.31,-19.55, Penariol L. et al. (2008)
simulans,South America,correias/rj,-41.24,-19.56, Sene F.M. et al. (1980)
simulans,South America,santa teresa/es,-40.37,-19.56, Sene F.M. et al. (1980)
simulans,South America,tainhas,-50,-20, Ashburner M. and Leumeunier F. (1976)
simulans,South America,sooretama,-40.3,-20, Freire-Maia N. (1964)
simulans,Africa,madagascar,45,-20, Biemont C. et al. (1999)
simulans,Africa,ansirabe,46,-20, Ballard J.W.O. (2000)
simulans,South America,miranda/ms,-56.46,-20.05, Sene F.M. et al. (1980)
simulans,South America,esmeralda,-51.02,-20.18, Saavedra C.C.R. et al. (1995)
simulans,Africa,zimbabwe,29,-20.3, Biemont C. et al. (1999)
simulans,Africa,ambositra,47.15,-20.31, Ballard J.W.O. (2004)
simulans,Africa,la reunion,56.4,-20.4, Biemont C. et al. (2003)
simulans,South America,campo grande/ms,-54.34,-20.41, Chaves N.B. and Tidon R. (2008)
simulans,South America,olimpia,-48.55,-20.43, Belo M. (1978)
simulans,Australia,richmond/aust,143.05,-20.45, Ballard J.W.O. (2004)
simulans,South America,mirassol/sp,-49.3,-20.47, da Conceicao Galego L.G. and Carareto C.M.A. (2005)
simulans,South America,sao jose do rio preto,-49.23,-20.49, Gallo A.J. (1973)
simulans,Africa,saint denis/reunion,55.28,-20.52, Ballard J.W.O. (2000)
simulans,Africa,bois des nefles,55.25,-20.55, Ballard J.W.O. (2000)
simulans,South America,bom successo,-44.56,-21, Jutier D. et al. (2004)
simulans,Africa,la saline,55,-21, Atlan A. et al. (2003)
simulans,Africa,salazie,55.33,-21.02, Ballard J.W.O. (2000)
simulans,South America,boa esperanca,-45.37,-21.03, Freire-Maia N. (1964)
simulans,Africa,bebours,55.32,-21.05, David J. et al. (1974)
simulans,South America,sertaozinho/sp,-47.59,-21.08, Tidon-Sklorz R. and de Melo Sene F. (1992)
simulans,Australia,mackay,149.1,-21.1, Anderson P.R. and Oakeshott J.G. (1986)
simulans,South America,serrana/sp,-47.35,-21.13, Mateus R.P. et al. (2006)
simulans,South America,jaboticabal,-48.17,-21.15, Pires D.J. and Belo M. (2005)
simulans,South America,novo horizonte,-49.14,-21.29, Torres F.R. and Madi-Ravazzi L. (2006)
simulans,South America,lins,-49.44,-21.4, Freire-Maia N. (1964)
simulans,South America,pirassununga,-47.25,-21.58, Freire-Maia N. (1964)
simulans,South America,fazenda canchim,-48,-22, Cesario M.D. et al. (1982)
simulans,South America,monte alto,-47,-22, Pires D.J. and Belo M. (2005)
simulans,South America,pocinhos,-45,-22, de Magalhaes L.E. et al. (1985)
simulans,South America,ilha dos porcos,-43,-22, Freire-Maia N. (1964)
simulans,Australia,monirange,166,-22, Biemont C. et al. (2003)
simulans,South America,sao carlos/sp,-45.53,-22.03, Sene F.M. et al. (1980)
simulans,South America,bela vista/ms,-56.32,-22.05, Sene F.M. et al. (1980)
simulans,South America,caracol/ms,-56.47,-22.13, Chaves N.B. and Tidon R. (2008)
simulans,Africa,limpopo,31,-22.15, Nolte D.J. (1958)
simulans,South America,itirapina,-47.48,-22.16, Mateus R.P. et al. (2006)
simulans,South America,brotas,-47.57,-22.17, Pires D.J. and Belo M. (2005)
simulans,South America,mogi-guacu/sp,-47.12,-22.17, Sene F.M. et al. (1980)
simulans,South America,serra da bocaina/sp,-45.17,-22.23, Sene F.M. et al. (1980)
simulans,South America,teresopolis/rj,-43.01,-22.27, Sene F.M. et al. (1980)
simulans,Australia,landsborough,145,-22.3, Mather W.B. (1955)
simulans,South America,santa maria da serra,-48.1,-22.34, Mateus R.P. et al. (2006)
simulans,South America,cosmopolis,-47.12,-22.39, Pavan C. (1952)
simulans,Africa,tsimbazaza,45.1,-22.4, Lachaise D. et al. (1986)
simulans,South America,barreiro rico,-48.05,-22.41, de Medeiros H.F. and Klaczko L.B. (2004)
simulans,South America,eugenio lefevre/sp,-46.25,-22.42, Sene F.M. et al. (1980)
simulans,South America,botucatu,-48.3,-22.52, Woodruff R.C. and Bortolozzi J. (1976)
simulans,South America,rio de janeiro,-43.17,-22.53, Biemont C. et al. (2003)
simulans,South America,armacao,-43.07,-22.53, Freire-Maia N. (1964)
simulans,South America,cabo frio/rj,-42.02,-22.56, Sene F.M. et al. (1980)
simulans,South America,valinhos,-47,-22.58, Pires D.J. and Belo M. (2005)
simulans,South America,itatiba,-46.51,-22.59, Mateus R.P. et al. (2006)
simulans,South America,angra dos reis,-44.17,-22.59, Pavan C. (1952)
simulans,South America,arraial do cabo/rj,-42.01,-22.59, de Magalhaes L.E. et al. (1985)
simulans,South America,mucorca,-47,-23, Pavan C. (1952)
simulans,South America,sao joao/angra,-44.15,-23, Birch L.C. and Battaglia B. (1957)
simulans,South America,tijuca,-43.2,-23, da Silva Loreto E.L. et al. (1998)
simulans,Africa,zoutpansberg,29.3,-23, Agnew J.D. (1971)
simulans,Australia,yeppoon,150.42,-23.05, Hoffmann A.A. et al. (1996)
simulans,South America,cornelio procopio,-50.4,-23.07, Freire-Maia N. (1964)
simulans,South America,serra do japi,-46.57,-23.14, de Medeiros H.F. and Klaczko L.B. (2004)
simulans,South America,cabreuva/sp,-47.1,-23.15, Sene F.M. et al. (1980)
simulans,South America,itu/sp,-47.18,-23.16, de Magalhaes L.E. et al. (1985)
simulans,South America,londrina,-51.13,-23.18, Freire-Maia N. (1964)
simulans,Australia,rockhampton,150.32,-23.22, Anderson P.R. and Oakeshott J.G. (1986)
simulans,South America,cantareira,-46.38,-23.27, Burla H. et al. (1950)
simulans,South America,jaguari/rs,-54.42,-23.3, Sene F.M. et al. (1980)
simulans,South America,vila atlantica,-46.3,-23.3, Pavan C. et al. (1950)
simulans,South America,mogi das cruzes,-46.1,-23.3, Pavan C. et al. (1950)
simulans,South America,sao paulo,-46.39,-23.33, Dobzhansky T. and Pavan C. (1950)
simulans,South America,azapa/chile,-70.23,-23.37, Brncic D. (1957)
simulans,South America,rio ligeiro/pa,-52.31,-23.37, Sene F.M. et al. (1980)
simulans,South America,san vicente/chile,-70.15,-23.4, Brncic D. (1957)
simulans,South America,rio ivai/pa,-52.22,-23.4, Sene F.M. et al. (1980)
simulans,South America,boraceia/sp,-43.5,-23.4, Sene F.M. et al. (1980)
simulans,Australia,alice springs,133.52,-23.41, van Klinken R.D. et al. (2002)
simulans,South America,cianorte,-52.31,-23.42, de Magalhaes L.E. et al. (1985)
simulans,South America,sao bernardo do campo,-46.34,-23.45, da Silva Loreto E.L. et al. (1998)
simulans,South America,ilha bela,-45.24,-23.47, de Medeiros H.F. and Klaczko L.B. (2004)
simulans,South America,sao sebastiao/sp,-45.26,-23.48, Pavan C. (1952)
simulans,South America,guaratuba/sp,-45.53,-23.5, Freire-Maia N. (1964)
simulans,South America,santos,-46.22,-23.56, Ashburner M. and Leumeunier F. (1976)
simulans,South America,tapicurai,-57,-24, MHNG Collection (1985)
simulans,South America,senges,-49.23,-24.07, Mateus R.P. et al. (2006)
simulans,South America,itanhaem,-46.47,-24.09, Pavan C. (1952)
simulans,South America,peruibe/sp,-46.55,-24.14, Bizzo N.M.V. and Sene F.M. (1982)
simulans,Australia,miriam vale,151.34,-24.17, Hoffmann A.A. et al. (1996)
simulans,Africa,marsantsetra,46.5,-24.3, Montchamp-Moreau C. et al. (1991)
simulans,South America,canyon guartela,-50.18,-24.32, Mateus R.P. et al. (2006)
simulans,Africa,ranomafana,46.59,-24.32, Ballard J.W.O. (2004)
simulans,South America,salto santa rosa,-50.33,-24.37, Mateus R.P. et al. (2006)
simulans,Australia,bagara,152.28,-24.49, Mather W.B. (1955)
simulans,Australia,carnarvon/aust,113.39,-24.53, Mather W.B. (1955)
simulans,South America,ilha do mel,-52,-25, Freire-Maia N. (1964)
simulans,South America,lambedor,-50,-25, Pavan C. (1952)
simulans,South America,goethe,-45,-25, da Silva Loreto E.L. et al. (1998)
simulans,Australia,noosa,145,-25, Mather W.B. (1955)
simulans,Australia,kuranda,150,-25, Mather W.B. (1960)
simulans,Australia,gin-gin,151.58,-25, Mather W.B. (1955)
simulans,South America,asuncion,-57.4,-25.15, SMNS Collection (1988)
simulans,Australia,urangan,152.46,-25.19, Mather W.B. (1955)
simulans,South America,irati,-50.38,-25.25, Freire-Maia N. (1964)
simulans,South America,curitiba,-49.25,-25.25, Freire-Maia N. (1964)
simulans,South America,morretes,-48.49,-25.29, Freire-Maia N. (1964)
simulans,South America,la vina,-65.33,-25.3, Vilela C.R. et al. (1980)
simulans,Australia,maryborough,152.36,-25.32, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Australia,mundubbera,151.18,-25.35, Ashburner M. and Leumeunier F. (1976)
simulans,Africa,pretoria,28.12,-25.45, Ballard J.W.O. (2004)
simulans,Africa,maputo,32.35,-25.58, Rozas J. et al. (2001)
simulans,South America,paranagua,-49,-26, Freire-Maia N. (1964)
simulans,Australia,rainbow beach,153,-26, Hoffmann A.A. et al. (1996)
simulans,Africa,inhaca,32.58,-26.01, Agnew J.D. (1971)
simulans,Africa,krugersdorp,27.46,-26.06, Agnew J.D. (1973)
simulans,Africa,johannesburg,28.02,-26.1, Agnew J.D. (1976)
simulans,Australia,gympie,152.35,-26.1, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Africa,witwatersrand,28,-26.15, Agnew J.D. (1971)
simulans,South America,joinville/sc,-48.51,-26.18, Doge J.S. et al. (2008)
simulans,South America,tapia,-65.22,-26.32, Vilela C.R. et al. (1980)
simulans,South America,barra velha/sc,-48.42,-26.37, Sene F.M. et al. (1980)
simulans,Australia,maroochydore,153.06,-26.39, Mather W.B. (1955)
simulans,Australia,bli bli,152.3,-26.42, Biemont C. et al. (2003)
simulans,South America,tucuman,-65.15,-26.47, Pavan C. (1952)
simulans,South America,itajai,-48.39,-26.5, Freire-Maia N. (1964)
simulans,South America,blumenau,-47.07,-26.55, Freire-Maia N. (1964)
simulans,South America,gaspar,-48.58,-26.56, Freire-Maia N. (1964)
simulans,South America,monte pelado,-51,-27, Freire-Maia N. (1964)
simulans,Africa,swaziland,32,-27, Vieira C. and Biemont C. (1996)
simulans,Australia,somerset dam,126.3,-27, Mather W.B. (1955)
simulans,Australia,montville,153.3,-27, Mather W.B. (1955)
simulans,South America,camborin,-48.39,-27.02, Freire-Maia N. (1964)
simulans,Australia,dalby/aust,151.16,-27.11, Knibb W.R. (1986)
simulans,South America,arvoredo,-52.41,-27.14, de Toni D.C. et al. (2007)
simulans,South America,arvoredo island,-48.21,-27.17, De Toni D.C. et al. (2001)
simulans,South America,puerto tirol,-59.1,-27.18, Vilela C.R. et al. (1980)
simulans,South America,lagoa da conceicao,-48.21,-27.18, de Toni D.C. and Hofmann P.R.P. (1995)
simulans,South America,copiapo,-71.19,-27.22, Brncic D. (1957)
simulans,Australia,samford,152.53,-27.22, Mather W.B. (1955)
simulans,Australia,oakey,151.4,-27.25, Knibb W.R. (1986)
simulans,South America,ratones,-48.3,-27.27, Schmitz H.J. et al. (2007)
simulans,South America,resistencia,-59,-27.28, Vilela C.R. et al. (1980)
simulans,South America,ratones grande,-48.37,-27.29, de Toni D.C. et al. (2007)
simulans,South America,ratones pequeno,-48.34,-27.29, de Toni D.C. et al. (2007)
simulans,South America,ratones pequeno island,-48.34,-27.3, De Toni D.C. et al. (2001)
simulans,Australia,surfers paradise,152.35,-27.3, Fraser A. (1963)
simulans,Australia,brisbane,153,-27.3, Anderson P.R. and Oakeshott J.G. (1986)
simulans,Australia,cleveland/aust,153.18,-27.3, Knibb W.R. (1986)
simulans,Australia,dunwich/aust,153.24,-27.3, Mather W.B. (1955)
simulans,Australia,gatton,152.15,-27.33, Knibb W.R. (1986)
