,species,region,site,longitude,latitude,ref
2438,willistoni,South America,ilha das cobras,-42.0,-12.0, de Toledo Cardoso de Mello J. (1971)
2439,willistoni,South America,bahia,-40.0,-12.0, Fresia P. et al. (2001)
2440,willistoni,South America,peixe,-48.36,-12.02, Pavan C. (1950)
2441,willistoni,South America,cieneguilla/peru,-76.45,-12.06, Pilares G. L.V. and vasquez E. J.A. (1977)
2442,willistoni,South America,Barreiras,-45.15,-12.06,Spassky et.al
2443,willistoni,South America,barreiras/ba,-45.05,-12.07, Chaves N.B. and Tidon R. (2008)
2444,willistoni,South America,barreiras/ba,-45.05,-12.07, da Cunha A.B. (1956)
2445,willistoni,South America,barreiras/ba,-45.05,-12.07, da Cunha A.B. (1956)
2446,willistoni,South America,barreiras/ba,-45.05,-12.07, da Cunha A.B. (1957)
2447,willistoni,South America,barreiras/ba,-45.05,-12.07, da Cunha A.B. and Dobzhansky T. (1954)
2448,willistoni,South America,barreiras/ba,-45.05,-12.07, da Cunha A.B. et al. (1959)
2449,willistoni,South America,barreiras/ba,-45.05,-12.07, Spassky B. et al. (1971)
2450,willistoni,South America,Barreiras,-45.05,-12.07,Spassky et al.
2451,willistoni,South America,vilhena/ro,-60.16,-12.29, Chaves N.B. and Tidon R. (2008)
2452,willistoni,South America,Rio da Palma,-47.52,-12.33,Spassky et.al
2453,willistoni,South America,parana/to,-47.37,-12.52, da Mata R.A. et al. (2008)
2454,willistoni,South America,Vale do Paranã,-47.37,-12.52,Mata et al.
2455,willistoni,South America,Vale do Paranã,-47.35,-12.52,Mata et al.
2456,willistoni,South America,Vale do Paranã,-47.34,-12.54,Mata et al.
2457,willistoni,South America,aratuba,-38.29,-12.58, da Cunha A.B. et al. (1959)
2458,willistoni,South America,aratuba,-38.29,-12.58, Pavan C. et al. (1957)
2459,willistoni,South America,aratuba,-38.29,-12.58, Spassky B. et al. (1971)
2460,willistoni,South America,salvador/brazil,-38.29,-12.58, da Cunha A.B. (1953)
2461,willistoni,South America,salvador/brazil,-38.29,-12.58, da Cunha A.B. and Dobzhansky T. (1954)
2462,willistoni,South America,salvador/brazil,-38.29,-12.58, da Cunha A.B. et al. (1959)
2463,willistoni,South America,salvador/brazil,-38.29,-12.58, Malogolowkin C. (1951)
2464,willistoni,South America,salvador/brazil,-38.29,-12.58, Spassky B. et al. (1971)
2465,willistoni,South America,salvador/brazil,-38.29,-12.58, de Toledo Cardoso de Mello J. (1971)
2466,willistoni,South America,salvador/brazil,-38.29,-12.58, Townsend J.I. (1952)
2467,willistoni,South America,urubamba,-72.07,-13.2, Spassky B. et al. (1971)
2468,willistoni,South America,aguas de los rios,-60.45,-13.35, Anderson C.L. et al. (1993)
2469,willistoni,South America,aguas do los rios,-60.45,-13.35, Griffith E.C. and Powell J.R. (1997)
2470,willistoni,South America,Vale do Paranã,-46.46,-13.36,Mata et al.
2471,willistoni,South America,Vale do Paranã,-46.45,-13.39,Mata et al.
2472,willistoni,South America,Vale do Paranã,-46.45,-13.39,Mata et al.
2473,willistoni,South America,Tangará da Serra,-57.03,-14.04,Blauth & Gottschalk
2474,willistoni,South America,Tangará da Serra,-57.03,-14.04,Blauth & Gottschalk
2475,willistoni,South America,Tangará da Serra,-57.03,-14.04,Blauth & Gottschalk
2476,willistoni,South America,Tangará da Serra,-57.03,-14.04,Blauth & Gottschalk
2477,willistoni,South America,Vale do Paranã,-46.46,-14.3,Mata et al.
2478,willistoni,South America,Vale do Paranã,-46.43,-14.3,Mata et al.
2479,willistoni,South America,Vale do Paranã,-46.47,-14.31,Mata et al.
2480,willistoni,South America,fazenda trijuncao/ba,-45.58,-14.49, Roque F. and Tidon R. (2008)
2481,willistoni,South America,Fazenda Trijunção,-45.59,-14.49,Vilela & Mori
2482,willistoni,South America,Fazenda Trijunção,-45.58,-14.49,Vilela & Mori
2483,willistoni,South America,ilheus,-39.06,-14.5, da Cunha A.B. and Dobzhansky T. (1954)
2484,willistoni,South America,ilheus,-39.06,-14.5, da Cunha A.B. et al. (1959)
2485,willistoni,South America,ilheus,-39.06,-14.5, Spassky B. et al. (1971)
2486,willistoni,South America,sarampioni,-75.0,-15.0, Duda O. (1927)
2487,willistoni,South America,bolivia,-65.0,-15.0, Rizki M.T.M. (1955)
2488,willistoni,South America,mato grosso,-60.0,-15.0, Cordeiro A.R. et al. (1958)
2489,willistoni,South America,monjolinho,-50.0,-15.0, Ayala F.J. et al. (1972)
2490,willistoni,South America,monjolinho,-50.0,-15.0, Burla H. et al. (1949)
2491,willistoni,South America,monjolinho,-50.0,-15.0, da Cunha A.B. (1953)
2492,willistoni,South America,monjolinho,-50.0,-15.0, da Cunha A.B. and Dobzhansky T. (1954)
2493,willistoni,South America,monjolinho,-50.0,-15.0, da Cunha A.B. et al. (1950)
2494,willistoni,South America,monjolinho,-50.0,-15.0, da Cunha A.B. et al. (1959)
2495,willistoni,South America,monjolinho,-50.0,-15.0, Dobzhansky T. (1965)
2496,willistoni,South America,monjolinho,-50.0,-15.0, Dobzhansky T. et al. (1950)
2497,willistoni,South America,monjolinho,-50.0,-15.0, Pavan C. et al. (1950)
2498,willistoni,South America,monjolinho,-50.0,-15.0, Spassky B. et al. (1971)
2499,willistoni,South America,monjolinho,-50.0,-15.0, Townsend J.I. (1952)
2500,willistoni,South America,valadares,-45.0,-15.0, Spassky B. et al. (1971)
2501,willistoni,South America,xingu,-45.0,-15.0, de Toledo Cardoso de Mello J. (1971)
2502,willistoni,South America,chapada/mg,-55.44,-15.2, da Cunha A.B. and Dobzhansky T. (1954)
2503,willistoni,South America,chapada dos guimaraes/mt,-55.49,-15.24, Roque F. and Tidon R. (2008)
2504,willistoni,South America,Parque Nacional Chapada dos Guimarães,-55.41,-15.29,Vilela & Mori
2505,willistoni,South America,cuiaba,-56.05,-15.32, Cordeiro A.R. et al. (1960)
2506,willistoni,South America,ESECAE,-47.39,-15.34,Emerich
2507,willistoni,South America,ESECAE,-47.39,-15.34,Emerich
2508,willistoni,South America,ESECAE,-47.39,-15.34,Emerich
2509,willistoni,South America,Parque Nacional Chapada dos Guimarães,-55.29,-15.36,Vilela & Mori
2510,willistoni,South America,sobradinho/df,-47.47,-15.37, Roque F. et al. (2009)
2511,willistoni,South America,Sobradinho,-47.47,-15.37,Roque et al.
2512,willistoni,South America,pnb/df,-47.54,-15.4, Chaves N.B. and Tidon R. (2008)
2513,willistoni,South America,PNB,-47.54,-15.4,Spassky et.al
2514,willistoni,South America,Planaltina,-47.29,-15.4,Emerich et al.
2515,willistoni,South America,Centro Olímpico UnB ,-47.5,-15.46,Figueiredo (dissertação
2516,willistoni,South America,brasilia/df,-47.59,-15.47, Chaves N.B. and Tidon R. (2008)
2517,willistoni,South America,brasilia/df,-47.59,-15.47, Roque F. et al. (2006)
2518,willistoni,South America,brasilia/df,-47.59,-15.47, de Toledo Cardoso de Mello J. (1971)
2519,willistoni,South America,cerrado,-47.59,-15.47, Cahaves N.B. and Tidon R. (2005)
2520,willistoni,South America,cerrado,-47.59,-15.47, Ferreira L.B. and Tidon R. (2005)
2521,willistoni,South America,Brasília,-47.57,-15.47,Roque et al.
2522,willistoni,South America,RECOR,-47.52,-15.55,Roque & Tidon
2523,willistoni,South America,recor/df,-47.53,-15.56, Chaves N.B. and Tidon R. (2008)
2524,willistoni,South America,RECOR,-47.53,-15.56,Mata & Tidon
2525,willistoni,South America,RECOR,-47.53,-15.56,Tidon
2526,willistoni,South America,RECOR,-47.53,-15.56,Valadão et al.
2527,willistoni,South America,RECOR ,-47.52,-15.56,Figueiredo (dissertação
2528,willistoni,South America,RECOR ,-47.52,-15.56,Figueiredo (dissertação
2529,willistoni,South America,goias,-50.07,-15.57, Pavan C. and Knapp E.N. (1954)
2530,willistoni,South America,goias,-50.07,-15.57, Pavan C. et al. (1951)
2531,willistoni,South America,lima/peru,-77.03,-16.06, Ayala F.J. et al. (1972)
2532,willistoni,South America,lima/peru,-77.03,-16.06, Cordeiro A.R. et al. (1958)
2533,willistoni,South America,lima/peru,-77.03,-16.06, Cordeiro A.R. et al. (1960)
2534,willistoni,South America,lima/peru,-77.03,-16.06, Gleason J.M. and Powell J.R. (1997)
2535,willistoni,South America,lima/peru,-77.03,-16.06, Griffith E.C. and Powell J.R. (1997)
2536,willistoni,South America,lima/peru,-77.03,-16.06, Ritchie M.G. and Gleason J.M. (1995)
2537,willistoni,South America,lima/peru,-77.03,-16.06, de Souza H.L. et al. (1961)
2538,willistoni,South America,lima/peru,-77.03,-16.06, Spassky B. et al. (1971)
2539,willistoni,South America,lima/peru,-77.03,-16.06, de Toledo Cardoso de Mello J. (1971)
2540,willistoni,South America,coroico,-67.45,-16.09, Spassky B. et al. (1971)
2541,willistoni,South America,catuni,-43.19,-16.15, Burla H. et al. (1949)
2542,willistoni,South America,catuni,-43.19,-16.15, Cordeiro A.R. (1952)
2543,willistoni,South America,catuni,-43.19,-16.15, Cordeiro A.R. (1954)
2544,willistoni,South America,catuni,-43.19,-16.15, Cordeiro A.R. et al. (1960)
2545,willistoni,South America,catuni,-43.19,-16.15, da Cunha A.B. and Dobzhansky T. (1954)
2546,willistoni,South America,catuni,-43.19,-16.15, da Cunha A.B. et al. (1950)
2547,willistoni,South America,catuni,-43.19,-16.15, da Cunha A.B. et al. (1959)
2548,willistoni,South America,catuni,-43.19,-16.15, Dobzhansky T. et al. (1950)
2549,willistoni,South America,catuni,-43.19,-16.15, Malogolowkin C. (1952)
2550,willistoni,South America,catuni,-43.19,-16.15, Pavan C. (1950)
2551,willistoni,South America,catuni,-43.19,-16.15, Pavan C. and Knapp E.N. (1954)
2552,willistoni,South America,catuni,-43.19,-16.15, Pavan C. et al. (1951)
2553,willistoni,South America,catuni,-43.19,-16.15, Spassky B. et al. (1971)
2554,willistoni,South America,catuni,-43.19,-16.15, Townsend J.I. (1952)
2555,willistoni,South America,anapolis,-48.58,-16.19, Pavan C. (1950)
2556,willistoni,South America,anapolis/go,-48.58,-16.19, Chaves N.B. and Tidon R. (2008)
2557,willistoni,South America,Anápolis,-48.58,-16.19,Spassky et.al
2558,willistoni,South America,montes claros/mg,-43.51,-16.43, Chaves N.B. and Tidon R. (2008)
2559,willistoni,South America,Montes Claros,-43.51,-16.43,Cunha & Dobzhansky
2560,willistoni,South America,montes claros,-43.52,-16.45, da Cunha A.B. and Dobzhansky T. (1954)
2561,willistoni,South America,montes claros,-43.52,-16.45, da Cunha A.B. et al. (1959)
2562,willistoni,South America,santa cruz/bolivia,-63.14,-17.45, Burla H. et al. (1949)
2563,willistoni,South America,santa cruz/bolivia,-63.14,-17.45, da Cunha A.B. and Dobzhansky T. (1954)
2564,willistoni,South America,santa cruz/bolivia,-63.14,-17.45, da Cunha A.B. et al. (1950)
2565,willistoni,South America,santa cruz/bolivia,-63.14,-17.45, da Cunha A.B. et al. (1959)
2566,willistoni,South America,santa cruz/bolivia,-63.14,-17.45, Dobzhansky T. et al. (1950)
2567,willistoni,South America,santa cruz/bolivia,-63.14,-17.45, Spassky B. et al. (1971)
2568,willistoni,South America,iron hills,-45.0,-18.0, Cordeiro A.R. et al. (1973)
2569,willistoni,South America,ituberaba,-45.0,-18.0, Cordeiro A.R. et al. (1960)
2570,willistoni,South America,cipo/mg,-54.0,-18.2, Sassi A.K. et al. (2005)
2571,willistoni,South America,mel,-54.0,-18.2, Sassi A.K. et al. (2005)
2572,willistoni,South America,traquateva,-54.0,-18.2, Sassi A.K. et al. (2005)
2573,willistoni,South America,araguari,-48.13,-18.38, da Cunha A.B. et al. (1959)
2574,willistoni,South America,corumba,-57.35,-19.0, Duda O. (1927)
2575,willistoni,South America,serra do cipo/mg,-43.4,-19.0, Chaves N.B. and Tidon R. (2008)
2576,willistoni,South America,Corumbá,-57.39,-19.01,Duda
2577,willistoni,South America,serra do cipo,-43.35,-19.17, Garcia A.C.L. et al. (2006)
2578,willistoni,South America,serra do cipo,-43.35,-19.17, Vilela C.R. and Mori L. (1999)
2579,willistoni,South America,Serra do Cipó,-43.33,-19.17,Vilela & Mori
2580,willistoni,South America,bexiga,-48.56,-19.19, Cordeiro A.R. et al. (1958)
2581,willistoni,South America,Serra do Cipó,-43.33,-19.2,Vilela & Mori
2582,willistoni,South America,Serra do Cipó,-43.38,-19.21,Vilela & Mori
2583,willistoni,South America,ipitanga,-42.3,-19.3, Bonorino C.B.C. et al. (1993)
2584,willistoni,South America,ipitanga,-42.3,-19.3, Garcia A.C.L. et al. (2006)
2585,willistoni,South America,ipitanga,-42.3,-19.3, Rohde C. et al. (2006)
2586,willistoni,South America,ipitanga,-42.3,-19.3, Sassi A.K. et al. (2005)
2587,willistoni,South America,rio doce,-40.3,-19.3, da Cunha A.B. and Dobzhansky T. (1954)
2588,willistoni,South America,rio doce,-40.3,-19.3, da Cunha A.B. et al. (1959)
2589,willistoni,South America,paulo de faria,-49.31,-19.55, Penariol L. et al. (2008)
2590,willistoni,South America,ilha verde,-54.0,-20.0, de Toledo Cardoso de Mello J. (1971)
2591,willistoni,South America,tainhas,-50.0,-20.0, Cordeiro A.R. and Marques V.B. (1958)
2592,willistoni,South America,tainhas,-50.0,-20.0, Cordeiro A.R. et al. (1958)
2593,willistoni,South America,tainhas,-50.0,-20.0, Cordeiro A.R. et al. (1960)
2594,willistoni,South America,teffe,-50.0,-20.0, Dobzhansky T. and Mayr E. (1944)
2595,willistoni,South America,palma/goias,-45.0,-20.0, Ayala F.J. et al. (1972)
2596,willistoni,South America,palma/goias,-45.0,-20.0, Burla H. et al. (1949)
2597,willistoni,South America,palma/goias,-45.0,-20.0, da Cunha A.B. and Dobzhansky T. (1954)
2598,willistoni,South America,palma/goias,-45.0,-20.0, da Cunha A.B. et al. (1950)
2599,willistoni,South America,palma/goias,-45.0,-20.0, da Cunha A.B. et al. (1959)
2600,willistoni,South America,palma/goias,-45.0,-20.0, Dobzhansky T. (1965)
2601,willistoni,South America,palma/goias,-45.0,-20.0, Dobzhansky T. et al. (1950)
2602,willistoni,South America,palma/goias,-45.0,-20.0, Spassky B. et al. (1971)
2603,willistoni,South America,sooretama,-40.3,-20.0, da Cunha A.B. and Dobzhansky T. (1954)
2604,willistoni,South America,sooretama,-40.3,-20.0, da Cunha A.B. et al. (1959)
2605,willistoni,South America,esmeralda,-51.02,-20.18, Saavedra C.C.R. et al. (1995)
2606,willistoni,South America,guarapari,-40.31,-20.39, Toledo S.A. (1963)
2607,willistoni,South America,mirassol,-49.28,-20.47, Ayala F.J. et al. (1972)
2608,willistoni,South America,mirassol,-49.28,-20.47, Mourao C.A. and Ayala F.J. (1971)
2609,willistoni,South America,mirassol,-49.28,-20.47, Mourao C.A. et al. (1972)
2610,willistoni,South America,mirassol,-49.28,-20.47, Powell J.R. (1973)
2611,willistoni,South America,sao jose do rio preto,-49.23,-20.49, Ayala F.J. et al. (1972)
2612,willistoni,South America,sao jose do rio preto,-49.23,-20.49, Mourao C.A. et al. (1972)
2613,willistoni,South America,sao jose do rio preto,-49.23,-20.49, Spassky B. et al. (1971)
2614,willistoni,South America,sao jose do rio preto,-49.23,-20.49, de Toledo Cardoso de Mello J. (1971)
2615,willistoni,South America,boa esperanca,-45.37,-21.03, da Cunha A.B. and Dobzhansky T. (1954)
2616,willistoni,South America,boa esperanca,-45.37,-21.03, da Cunha A.B. et al. (1959)
2617,willistoni,South America,boa esperanca,-45.37,-21.03, Spassky B. et al. (1971)
2618,willistoni,South America,boa esperanca/mg,-45.37,-21.03, Chaves N.B. and Tidon R. (2008)
2619,willistoni,South America,Boa Esperança,-45.37,-21.03,Spassky et.al
2620,willistoni,South America,ribeirao preto,-47.48,-21.09, Ayala F.J. et al. (1972)
2621,willistoni,South America,ribeirao preto,-47.48,-21.09, Garcia A.C.L. et al. (2006)
2622,willistoni,South America,ribeirao preto,-47.48,-21.09, Mourao C.A. and Ayala F.J. (1971)
2623,willistoni,South America,ribeirao preto,-47.48,-21.09, Mourao C.A. et al. (1972)
2624,willistoni,South America,ribeirao preto,-47.48,-21.09, Sassi A.K. et al. (2005)
2625,willistoni,South America,pirassununga,-47.25,-21.58, Burla H. et al. (1949)
2626,willistoni,South America,pirassununga,-47.25,-21.58, Cordeiro A.R. et al. (1960)
2627,willistoni,South America,pirassununga,-47.25,-21.58, da Cunha A.B. and Dobzhansky T. (1954)
2628,willistoni,South America,pirassununga,-47.25,-21.58, da Cunha A.B. et al. (1950)
2629,willistoni,South America,pirassununga,-47.25,-21.58, da Cunha A.B. et al. (1959)
2630,willistoni,South America,pirassununga,-47.25,-21.58, Dobzhansky T. et al. (1950)
2631,willistoni,South America,pirassununga,-47.25,-21.58, Malogolowkin C. (1952)
2632,willistoni,South America,pirassununga,-47.25,-21.58, Pavan C. (1950)
2633,willistoni,South America,pirassununga,-47.25,-21.58, Pavan C. and Knapp E.N. (1954)
2634,willistoni,South America,pirassununga,-47.25,-21.58, Pavan C. et al. (1950)
2635,willistoni,South America,pirassununga,-47.25,-21.58, Pavan C. et al. (1951)
2636,willistoni,South America,pirassununga,-47.25,-21.58, Spassky B. et al. (1971)
2637,willistoni,South America,sao paulo estado,-48.0,-22.0, Tidon-Sklorz R. and Sene F.M. (1999)
2638,willistoni,South America,araras,-47.0,-22.0, Dobzhansky T. and Pavan C. (1943)
2639,willistoni,South America,ilha de sao joao,-43.0,-22.0, de Almeida Toledo S. (1966)
2640,willistoni,South America,ilha de sao joao,-43.0,-22.0, Toledo A.S. (1970)
2641,willistoni,South America,ilha de sao joao,-43.0,-22.0, de Toledo J.S. et al. (1967)
2642,willistoni,South America,rio preto,-43.52,-22.06, Powell J.R. (1971)
2643,willistoni,South America,itatiaia,-44.43,-22.2, de Toledo Cardoso de Mello J. (1971)
2644,willistoni,South America,barreiro rico,-48.05,-22.41, de Medeiros H.F. and Klaczko L.B. (2004)
2645,willistoni,South America,camanducaia,-46.09,-22.45, de Toledo Cardoso de Mello J. (1971)
2646,willistoni,South America,duas irmaes,-43.07,-22.46, Dobzhansky T. (1962)
2647,willistoni,South America,rio de janeiro,-43.17,-22.53, Burla H. et al. (1949)
2648,willistoni,South America,rio de janeiro,-43.17,-22.53, da Cunha A.B. and Dobzhansky T. (1954)
2649,willistoni,South America,rio de janeiro,-43.17,-22.53, da Cunha A.B. et al. (1959)
2650,willistoni,South America,rio de janeiro,-43.17,-22.53, Dobzhansky T. (1946)
2651,willistoni,South America,rio de janeiro,-43.17,-22.53, Dobzhansky T. and Mayr E. (1944)
2652,willistoni,South America,rio de janeiro,-43.17,-22.53, Morais P.B. et al. (1995)
2653,willistoni,South America,rio de janeiro,-43.17,-22.53, Spassky B. et al. (1971)
2654,willistoni,South America,rio de janeiro,-43.17,-22.53, Spieth H.T. (1949)
2655,willistoni,South America,campinas,-47.06,-22.54, Burla H. et al. (1949)
2656,willistoni,South America,campinas,-47.06,-22.54, Spieth H.T. (1949)
2657,willistoni,South America,angra dos reis,-44.17,-22.59, Becak W. and de Camargo M.L.P. (1959)
2658,willistoni,South America,angra dos reis,-44.17,-22.59, da Cunha A.B. et al. (1959)
2659,willistoni,South America,angra dos reis,-44.17,-22.59, Knapp E.P. (1952)
2660,willistoni,South America,angra dos reis,-44.17,-22.59, Krimbas C.B. (1959)
2661,willistoni,South America,angra dos reis,-44.17,-22.59, Krimbas C.B. (1960)
2662,willistoni,South America,angra dos reis,-44.17,-22.59, Pavan C. and Knapp E.N. (1954)
2663,willistoni,South America,angra dos reis,-44.17,-22.59, Spassky B. et al. (1971)
2664,willistoni,South America,angra dos reis,-44.17,-22.59, de Toledo Cardoso de Mello J. (1971)
2665,willistoni,South America,angra dos reis,-44.17,-22.59, Valente V.L.S. and Araujo A.M. (1986)
2666,willistoni,South America,sao joao/brazil,-44.17,-22.59, da Cunha A.B. (1968)
2667,willistoni,South America,sao joao/brazil,-44.17,-22.59, da Cunha A.B. et al. (1959)
2668,willistoni,South America,sao joao/brazil,-44.17,-22.59, da Cunha A.B. et al. (1961)
2669,willistoni,South America,sao joao/brazil,-44.17,-22.59, Dobzhansky T. (1962)
2670,willistoni,South America,sao joao/angra,-44.15,-23.0, Birch L.C. and Battaglia B. (1957)
2671,willistoni,South America,sao joao/angra,-44.15,-23.0, Birch L.C. and Battaglia B. (1957)
2672,willistoni,South America,sao joao/angra,-44.15,-23.0, Franca Z.M. et al. (1968)
2673,willistoni,South America,sao joao/angra,-44.15,-23.0, de Magalhaes L.E. et al. (1963)
2674,willistoni,South America,sao joao/angra,-44.15,-23.0, Magalhaes L.E. et al. (1965)
2675,willistoni,South America,sao joao/angra,-44.15,-23.0, de Magalhaes L.E. et al. (1965)
2676,willistoni,South America,tijuca,-43.2,-23.0, de Toledo Cardoso de Mello J. (1971)
2677,willistoni,South America,jundiai,-46.54,-23.1, de Medeiros H.F. and Klaczko L.B. (2003)
2678,willistoni,South America,serra do japi,-46.57,-23.14, de Medeiros H.F. and Klaczko L.B. (2004)
2679,willistoni,South America,mogi,-46.12,-23.17, Dobzhansky T. et al. (1950)
2680,willistoni,South America,mogi,-46.12,-23.17, Spassky B. et al. (1971)
2681,willistoni,South America,cantareira,-46.38,-23.27, Burla H. et al. (1950)
2682,willistoni,South America,cantareira,-46.38,-23.27, da Cunha A.B. (1951)
2683,willistoni,South America,cantareira,-46.38,-23.27, da Cunha A.B. et al. (1957)
2684,willistoni,South America,cantareira,-46.38,-23.27, Dobzhansky T. and Pavan C. (1943)
2685,willistoni,South America,cantareira,-46.38,-23.27, Vetukhiv M. (1954)
2686,willistoni,South America,praia grande,-46.3,-23.3, Dobzhansky T. (1946)
2687,willistoni,South America,praia grande,-46.3,-23.3, Dobzhansky T. and Mayr E. (1944)
2688,willistoni,South America,vila atlantica,-46.3,-23.3, Brncic D. and Koref S. (1953)
2689,willistoni,South America,vila atlantica,-46.3,-23.3, Burla H. et al. (1949)
2690,willistoni,South America,vila atlantica,-46.3,-23.3, Cordeiro A.R. et al. (1960)
2691,willistoni,South America,vila atlantica,-46.3,-23.3, da Cunha A.B. and Dobzhansky T. (1954)
2692,willistoni,South America,vila atlantica,-46.3,-23.3, da Cunha A.B. et al. (1950)
2693,willistoni,South America,vila atlantica,-46.3,-23.3, da Cunha A.B. et al. (1959)
2694,willistoni,South America,vila atlantica,-46.3,-23.3, Dobzhansky T. and Pavan C. (1943)
2695,willistoni,South America,vila atlantica,-46.3,-23.3, Dobzhansky T. et al. (1950)
2696,willistoni,South America,vila atlantica,-46.3,-23.3, Pavan C. (1950)
2697,willistoni,South America,vila atlantica,-46.3,-23.3, Pavan C. and Knapp E.N. (1954)
2698,willistoni,South America,vila atlantica,-46.3,-23.3, Pavan C. et al. (1950)
2699,willistoni,South America,vila atlantica,-46.3,-23.3, Pavan C. et al. (1951)
2700,willistoni,South America,vila atlantica,-46.3,-23.3, Spassky B. et al. (1971)
2701,willistoni,South America,vila atlantica,-46.3,-23.3, de Toledo Cardoso de Mello J. (1971)
2702,willistoni,South America,vila atlantica,-46.3,-23.3, Winge H. (1965)
2703,willistoni,South America,mogi das cruzes,-46.1,-23.3, Brncic D. and Koref S. (1953)
2704,willistoni,South America,mogi das cruzes,-46.1,-23.3, Burla H. et al. (1949)
2705,willistoni,South America,mogi das cruzes,-46.1,-23.3, da Cunha A.B. and Dobzhansky T. (1954)
2706,willistoni,South America,mogi das cruzes,-46.1,-23.3, da Cunha A.B. et al. (1950)
2707,willistoni,South America,mogi das cruzes,-46.1,-23.3, da Cunha A.B. et al. (1957)
2708,willistoni,South America,mogi das cruzes,-46.1,-23.3, da Cunha A.B. et al. (1959)
2709,willistoni,South America,mogi das cruzes,-46.1,-23.3, Malogolowkin C. (1952)
2710,willistoni,South America,mogi das cruzes,-46.1,-23.3, Pavan C. (1950)
2711,willistoni,South America,mogi das cruzes,-46.1,-23.3, Pavan C. and Knapp E.N. (1954)
2712,willistoni,South America,mogi das cruzes,-46.1,-23.3, Pavan C. et al. (1950)
2713,willistoni,South America,sao paulo,-46.39,-23.33, Brncic D. and Koref S. (1953)
2714,willistoni,South America,sao paulo,-46.39,-23.33, Budnik M. and Brncic D. (1974)
2715,willistoni,South America,sao paulo,-46.39,-23.33, Burla H. et al. (1949)
2716,willistoni,South America,sao paulo,-46.39,-23.33, Dobzhansky T. and Pavan C. (1950)
2717,willistoni,South America,sao paulo,-46.39,-23.33, Mourao C.A. et al. (1972)
2718,willistoni,South America,sao paulo,-46.39,-23.33, Valente V.L.S. and Araujo A.M. (1986)
2719,willistoni,South America,sao paulo,-46.39,-23.33, Vilela C.R. and Selivon D. (2000)
2720,willistoni,South America,morungava,-50.0,-23.4, Petersen J.A. (1960)
2721,willistoni,South America,morungava,-50.0,-23.4, Petersen J.A. (1960)
2722,willistoni,South America,boraceia/sp,-43.5,-23.4, Val F.C. and Kaneshiro K.Y. (1988)
2723,willistoni,South America,bertioga,-45.5,-23.45, Burla H. et al. (1949)
2724,willistoni,South America,bertioga,-45.5,-23.45, Dobzhansky T. (1946)
2725,willistoni,South America,bertioga,-45.5,-23.45, Dobzhansky T. and Mayr E. (1944)
2726,willistoni,South America,bertioga,-45.5,-23.45, Dobzhansky T. and Pavan C. (1943)
2727,willistoni,South America,bertioga,-45.5,-23.45, Spieth H.T. (1949)
2728,willistoni,South America,ilha bela,-45.24,-23.47, de Medeiros H.F. and Klaczko L.B. (2004)
2729,willistoni,South America,cubatao,-46.26,-23.53, Krimbas C.B. (1959)
2730,willistoni,South America,itapeva,-48.59,-23.59, Cordeiro A.R. et al. (1958)
2731,willistoni,South America,itapeva,-48.59,-23.59, Cordeiro A.R. et al. (1960)
2732,willistoni,South America,itanhaem,-46.47,-24.09, Burla H. et al. (1949)
2733,willistoni,South America,peruibe/sp,-46.55,-24.14, Valente V.L.S. and Araujo A.M. (1986)
2734,willistoni,South America,quemada grande,-46.4,-24.29, Dobzhansky T. (1962)
2735,willistoni,South America,gran sabana,-48.0,-24.3, Ayala F.J. et al. (1974)
2736,willistoni,South America,porcos grande,-46.4,-24.3, Dobzhansky T. (1962)
2737,willistoni,South America,porcos pequena,-46.4,-24.3, Dobzhansky T. (1962)
2738,willistoni,South America,quemada pequena,-46.4,-24.3, Dobzhansky T. (1962)
2739,willistoni,South America,eldorado do sul,-48.08,-24.33, Garcia A.C.L. et al. (2006)
2740,willistoni,South America,eldorado do sul,-48.08,-24.33, Saavedra C.C.R. et al. (2001)
2741,willistoni,South America,eldorado/rgs,-48.08,-24.33, Lewgoy F. et al. (1959)
2742,willistoni,South America,eldorado/rgs,-48.08,-24.33, Marques E.K. and Maciel C.M.P. (1961)
2743,willistoni,South America,eldorado/rgs,-48.08,-24.33, de Oliveira A.K. and Cordeiro A.R. (1980)
2744,willistoni,South America,eldorado/rgs,-48.08,-24.33, de Oliveira A.K. and Cordeiro A.R. (1980)
2745,willistoni,South America,eldorado/rgs,-48.08,-24.33, de Toledo Cardoso de Mello J. (1971)
2746,willistoni,South America,eldorado/rgs,-48.08,-24.33, Winge H. and Napp M. (1958)
2747,willistoni,South America,eldorado/rgs,-48.08,-24.33, Winge H. and Napp M. (1961)
2748,willistoni,South America,ilha do mel,-52.0,-25.0, Garcia A.C.L. et al. (2006)
2749,willistoni,South America,ilha do mel,-52.0,-25.0, Silva J.C. and Kidwell M.G. (2004)
2750,willistoni,South America,parana,-51.0,-25.0, Valente V.L.S. and Araujo A.M. (1986)
2751,willistoni,South America,colonia sao pedro,-52.55,-25.02, Winge H. and Cordeiro A.R. (1963)
2752,willistoni,South America,ponta grossa/rgs,-50.09,-25.07, Cordeiro A.R. et al. (1958)
2753,willistoni,South America,ponta grossa/rgs,-50.09,-25.07, da Cunha A.B. and Dobzhansky T. (1954)
2754,willistoni,South America,ponta grossa/rgs,-50.09,-25.07, da Cunha A.B. et al. (1959)
